"FIPS"	"Geographic Identifier"	"Name of Area"	"Qualifying Name"	"State/U.S.-Abbreviation (USPS)"	"Summary Level"	"Geographic Component"	"File Identification"	"Logical Record Number"	"US"	"Region"	"Division"	"State (Census Code)"	"State (FIPS)"	"County"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Place (State FIPS + Place FIPS)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (Census)"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Combined Statistical Area"	"New England City and Town Area"	"New England City and Town Area Division"	"Urban Area"	"Urban Area Central Place"	"Current Congressional District ***"	"State Legislative District Upper"	"State Legislative District Lower"	"Voting District"	"ZIP Code Tabulation Area (3-digit)"	"ZIP Code Tabulation Area (5-digit)"	"Subbarrio (FIPS)"	"School District (Elementary)"	"School District (Secondary)"	"School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Traffic Analysis Zone"	"Urban Growth Area"	"Public Use Microdata Area - 5% File"	"Public Use Microdata Area - 1% File"	"Total Population"	"Total Population"	"Total Population: Not Hispanic or Latino"	"Total Population: Not Hispanic or Latino: White Alone"	"Total Population: Not Hispanic or Latino: Black or African American Alone"	"Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Not Hispanic or Latino: Asian Alone"	"Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Not Hispanic or Latino: Some Other Race Alone"	"Total Population: Not Hispanic or Latino: Two or More races"	"Total Population: Hispanic or Latino"	"Total Population: Hispanic or Latino: White Alone"	"Total Population: Hispanic or Latino: Black or African American Alone"	"Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Hispanic or Latino: Asian Alone"	"Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Hispanic or Latino: Some Other Race Alone"	"Total Population: Hispanic or Latino: Two or More races"	"% Total Population: Not Hispanic or Latino"	"% Total Population: Not Hispanic or Latino: White Alone"	"% Total Population: Not Hispanic or Latino: Black or African American Alone"	"% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Not Hispanic or Latino: Asian Alone"	"% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Not Hispanic or Latino: Some Other Race Alone"	"% Total Population: Not Hispanic or Latino: Two or More races"	"% Total Population: Hispanic or Latino"	"% Total Population: Hispanic or Latino: White Alone"	"% Total Population: Hispanic or Latino: Black or African American Alone"	"% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Hispanic or Latino: Asian Alone"	"% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Hispanic or Latino: Some Other Race Alone"	"% Total Population: Hispanic or Latino: Two or More races"	"Total Population:"	"Total Population: White Alone"	"Total Population: Black or African American Alone"	"Total Population: American Indian and Alaska Native Alone"	"Total Population: Asian Alone"	"Total Population: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Some Other Race Alone"	"Total Population: Two or More races"	"% Total Population: White Alone"	"% Total Population: Black or African American Alone"	"% Total Population: American Indian and Alaska Native Alone"	"% Total Population: Asian Alone"	"% Total Population: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Some Other Race Alone"	"% Total Population: Two or More races"	"Civilian Population in Labor Force 16 Years and Over:"	"Civilian Population in Labor Force 16 Years and Over: Employed"	"Civilian Population in Labor Force 16 Years and Over: Unemployed"	"% Civilian Population in Labor Force 16 Years and Over: Employed"	"% Civilian Population in Labor Force 16 Years and Over: Unemployed"	"Total Population:"	"Total Population: Native Born"	"Total Population: Foreign Born"	"Total Population: Foreign Born: Naturalized Citizen"	"Total Population: Foreign Born: Not a Citizen"	"% Total Population: Native Born"	"% Total Population: Foreign Born"	"% Total Population: Foreign Born: Naturalized Citizen"	"% Total Population: Foreign Born: Not a Citizen"	"Total Population:"	"Total Population: Under 5 Years"	"Total Population: 5 to 9 Years"	"Total Population: 10 to 14 Years"	"Total Population: 15 to 17 Years"	"Total Population: 18 to 24 Years"	"Total Population: 25 to 34 Years"	"Total Population: 35 to 44 Years"	"Total Population: 45 to 54 Years"	"Total Population: 55 to 64 Years"	"Total Population: 65 to 74 Years"	"Total Population: 75 to 84 Years"	"Total Population: 85 Years and Over"	"% Total Population: Under 5 Years"	"% Total Population: 5 to 9 Years"	"% Total Population: 10 to 14 Years"	"% Total Population: 15 to 17 Years"	"% Total Population: 18 to 24 Years"	"% Total Population: 25 to 34 Years"	"% Total Population: 35 to 44 Years"	"% Total Population: 45 to 54 Years"	"% Total Population: 55 to 64 Years"	"% Total Population: 65 to 74 Years"	"% Total Population: 75 to 84 Years"	"% Total Population: 85 Years and Over"	"Population Age 18 to 64 for whom poverty status Is determined:"	"Population Age 18 to 64 for whom poverty status Is determined: Living in Poverty"	"Population Age 18 to 64 for whom poverty status Is determined: at or Above Poverty Level"	"% Population Age 18 to 64 for whom poverty status Is determined: Living in Poverty"	"% Population Age 18 to 64 for whom poverty status Is determined: at or Above Poverty Level"
"12"	"04000US12"	"Florida"	"Florida"	"fl"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	18251243	18251243	14493819	11054036	2710261	42205	400903	9556	62530	214328	3757424	2867365	90113	11773	8241	466	677520	101946	79.41	60.57	14.85	0.23	2.2	0.05	0.34	1.17	20.59	15.71	0.49	0.06	0.05	0	3.71	0.56	18251243	13921401	2800374	53978	409144	10022	740050	316274	76.28	15.34	0.3	2.24	0.05	4.05	1.73	8927082	8374639	552443	93.81	6.19	18251243	14810325	3440918	1567991	1872927	81.15	18.85	8.59	10.26	18251243	1146002	1069596	1109123	717948	1620491	2247180	2559703	2579771	2104854	1484665	1180060	431850	6.28	5.86	6.08	3.93	8.88	12.31	14.02	14.13	11.53	8.13	6.47	2.37	10863556	1197804	9665752	11.03	88.97
"13"	"04000US13"	"Georgia"	"Georgia"	"ga"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	9544750	9544750	8815634	5565461	2837593	17546	262941	4136	30102	97855	729116	353419	17596	4804	2247	688	329617	20745	92.36	58.31	29.73	0.18	2.75	0.04	0.32	1.03	7.64	3.7	0.18	0.05	0.02	0.01	3.45	0.22	9544750	5918880	2855189	22350	265188	4824	359719	118600	62.01	29.91	0.23	2.78	0.05	3.77	1.24	4756869	4421575	335294	92.95	7.05	9544750	8676337	868413	283201	585212	90.9	9.1	2.97	6.13	9544750	726401	691614	688321	420527	943027	1335090	1473323	1349601	976385	527259	303500	109702	7.61	7.25	7.21	4.41	9.88	13.99	15.44	14.14	10.23	5.52	3.18	1.15	5892365	723628	5168737	12.28	87.72
"15"	"04000US15"	"Hawaii"	"Hawaii"	"hi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1283388	1283388	1178217	315502	27217	2211	485502	103094	1201	243490	105171	26277	619	1148	12966	5489	15833	42839	91.81	24.58	2.12	0.17	37.83	8.03	0.09	18.97	8.19	2.05	0.05	0.09	1.01	0.43	1.23	3.34	1283388	341779	27836	3359	498468	108583	17034	286329	26.63	2.17	0.26	38.84	8.46	1.33	22.31	635965	607108	28857	95.46	4.54	1283388	1061940	221448	124741	96707	82.75	17.25	9.72	7.54	1283388	87727	73564	75097	49377	123899	175936	180061	183891	149344	87772	69677	27043	6.84	5.73	5.85	3.85	9.65	13.71	14.03	14.33	11.64	6.84	5.43	2.11	791379	61088	730291	7.72	92.28
"16"	"04000US16"	"Idaho"	"Idaho"	"id"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1499402	1499402	1351975	1282040	8411	15341	16060	2149	1936	26038	147427	104307	600	4006	750	0	31135	6629	90.17	85.5	0.56	1.02	1.07	0.14	0.13	1.74	9.83	6.96	0.04	0.27	0.05	0	2.08	0.44	1499402	1386347	9011	19347	16810	2149	33071	32667	92.46	0.6	1.29	1.12	0.14	2.21	2.18	752271	714072	38199	94.92	5.08	1499402	1415498	83904	29215	54689	94.4	5.6	1.95	3.65	1499402	116863	109748	112866	68340	145454	209536	195096	206047	160551	92007	58778	24116	7.79	7.32	7.53	4.56	9.7	13.97	13.01	13.74	10.71	6.14	3.92	1.61	897287	100925	796362	11.25	88.75
"17"	"04000US17"	"Illinois"	"Illinois"	"il"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12852548	12852548	10935128	8341761	1867424	15217	545365	4785	23202	137374	1917420	715315	16645	6488	6470	1289	1109581	61632	85.08	64.9	14.53	0.12	4.24	0.04	0.18	1.07	14.92	5.57	0.13	0.05	0.05	0.01	8.63	0.48	12852548	9057076	1884069	21705	551835	6074	1132783	199006	70.47	14.66	0.17	4.29	0.05	8.81	1.55	6661855	6183749	478106	92.82	7.18	12852548	11084030	1768518	773389	995129	86.24	13.76	6.02	7.74	12852548	890779	862058	891117	554202	1299405	1761856	1844492	1866298	1334258	786835	534879	226369	6.93	6.71	6.93	4.31	10.11	13.71	14.35	14.52	10.38	6.12	4.16	1.76	7914174	846337	7067837	10.69	89.31
"18"	"04000US18"	"Indiana"	"Indiana"	"in"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6345289	6345289	6032426	5291210	545111	11190	81709	955	11161	91090	312863	145688	6104	2220	1491	14	141634	15712	95.07	83.39	8.59	0.18	1.29	0.02	0.18	1.44	4.93	2.3	0.1	0.03	0.02	0	2.23	0.25	6345289	5436898	551215	13410	83200	969	152795	106802	85.68	8.69	0.21	1.31	0.02	2.41	1.68	3247601	3033465	214136	93.41	6.59	6345289	6081441	263848	96401	167447	95.84	4.16	1.52	2.64	6345289	441614	438653	429097	276946	615460	837691	891580	931801	689291	407768	278499	106889	6.96	6.91	6.76	4.36	9.7	13.2	14.05	14.68	10.86	6.43	4.39	1.68	3846020	431479	3414541	11.22	88.78
"19"	"04000US19"	"Iowa"	"Iowa"	"ia"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2988047	2988047	2868331	2704497	69194	8341	47388	1334	3148	34429	119716	61584	824	770	461	61	49287	6729	95.99	90.51	2.32	0.28	1.59	0.04	0.11	1.15	4.01	2.06	0.03	0.03	0.02	0	1.65	0.23	2988047	2766081	70018	9111	47849	1395	52435	41158	92.57	2.34	0.3	1.6	0.05	1.75	1.38	1626557	1547864	78693	95.16	4.84	2988047	2870610	117437	40473	76964	96.07	3.93	1.35	2.58	2988047	197141	192627	194929	126987	301887	366795	390137	444972	333972	207986	159416	71198	6.6	6.45	6.52	4.25	10.1	12.28	13.06	14.89	11.18	6.96	5.34	2.38	1777494	191737	1585757	10.79	89.21
"20"	"04000US20"	"Kansas"	"Kansas"	"ks"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2775997	2775997	2533210	2238342	155906	19521	59532	672	1616	57621	242787	136482	3362	4094	416	364	82965	15104	91.25	80.63	5.62	0.7	2.14	0.02	0.06	2.08	8.75	4.92	0.12	0.15	0.01	0.01	2.99	0.54	2775997	2374824	159268	23615	59948	1036	84581	72725	85.55	5.74	0.85	2.16	0.04	3.05	2.62	1474917	1399842	75075	94.91	5.09	2775997	2608912	167085	52095	114990	93.98	6.02	1.88	4.14	2775997	195359	189758	190158	121671	288965	355856	373782	406178	295395	175235	126625	57015	7.04	6.84	6.85	4.38	10.41	12.82	13.46	14.63	10.64	6.31	4.56	2.05	1673094	173576	1499518	10.37	89.63
"21"	"04000US21"	"Kentucky"	"Kentucky"	"ky"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4241474	4241474	4151703	3732791	319475	6002	38947	1813	4511	48164	89771	48570	2674	972	802	0	29597	7156	97.88	88.01	7.53	0.14	0.92	0.04	0.11	1.14	2.12	1.15	0.06	0.02	0.02	0	0.7	0.17	4241474	3781361	322149	6974	39749	1813	34108	55320	89.15	7.6	0.16	0.94	0.04	0.8	1.3	2040133	1905338	134795	93.39	6.61	4241474	4133641	107833	36237	71596	97.46	2.54	0.85	1.69	4241474	278156	277220	272050	178003	396019	574334	608051	622748	488879	296843	182375	66796	6.56	6.54	6.41	4.2	9.34	13.54	14.34	14.68	11.53	7	4.3	1.57	2617582	411912	2205670	15.74	84.26
"22"	"04000US22"	"Louisiana"	"Louisiana"	"la"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4293204	4293204	4159119	2671485	1354327	20596	59567	1555	3478	48111	134085	84792	3566	1087	258	248	37333	6801	96.88	62.23	31.55	0.48	1.39	0.04	0.08	1.12	3.12	1.98	0.08	0.03	0.01	0.01	0.87	0.16	4293204	2756277	1357893	21683	59825	1803	40811	54912	64.2	31.63	0.51	1.39	0.04	0.95	1.28	2022400	1892396	130004	93.57	6.43	4293204	4149937	143267	61952	81315	96.66	3.34	1.44	1.89	4293204	296454	290822	300349	190907	471850	556549	581371	619283	463438	276067	180364	65750	6.91	6.77	7	4.45	10.99	12.96	13.54	14.42	10.79	6.43	4.2	1.53	2609408	425785	2183623	16.32	83.68
"23"	"04000US23"	"Maine"	"Maine"	"me"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1317207	1317207	1302254	1244734	14048	7313	12718	296	1313	21832	14953	9726	604	244	0	0	2525	1854	98.86	94.5	1.07	0.56	0.97	0.02	0.1	1.66	1.14	0.74	0.05	0.02	0	0	0.19	0.14	1317207	1254460	14652	7557	12718	296	3838	23686	95.24	1.11	0.57	0.97	0.02	0.29	1.8	704181	661743	42438	93.97	6.03	1317207	1272743	44464	23288	21176	96.62	3.38	1.77	1.61	1317207	69780	73840	80564	55482	115309	146318	188283	219100	173580	99466	70000	25485	5.3	5.61	6.12	4.21	8.75	11.11	14.29	16.63	13.18	7.55	5.31	1.93	821526	95148	726378	11.58	88.42
"24"	"04000US24"	"Maryland"	"Maryland"	"md"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5618344	5618344	5263375	3252109	1611497	11260	273636	2118	15439	97316	354969	150851	14520	1778	1366	902	167528	18024	93.68	57.88	28.68	0.2	4.87	0.04	0.27	1.73	6.32	2.68	0.26	0.03	0.02	0.02	2.98	0.32	5618344	3402960	1626017	13038	275002	3020	182967	115340	60.57	28.94	0.23	4.89	0.05	3.26	2.05	3014570	2848382	166188	94.49	5.51	5618344	4923754	694590	315892	378698	87.64	12.36	5.62	6.74	5618344	374641	365055	371168	247712	546281	711959	848885	867523	623827	350376	228323	82594	6.67	6.5	6.61	4.41	9.72	12.67	15.11	15.44	11.1	6.24	4.06	1.47	3502730	261245	3241485	7.46	92.54
"25"	"04000US25"	"Massachusetts"	"Massachusetts"	"ma"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6449755	6449755	5922646	5101330	364831	9082	309462	1556	49545	86840	527109	229091	19784	2265	1192	410	240509	33858	91.83	79.09	5.66	0.14	4.8	0.02	0.77	1.35	8.17	3.55	0.31	0.04	0.02	0.01	3.73	0.52	6449755	5330421	384615	11347	310654	1966	290054	120698	82.65	5.96	0.18	4.82	0.03	4.5	1.87	3490592	3277109	213483	93.88	6.12	6449755	5535798	913957	440823	473134	85.83	14.17	6.83	7.34	6449755	377719	375738	414850	263800	648229	813212	978768	989414	728158	415087	304806	139974	5.86	5.83	6.43	4.09	10.05	12.61	15.18	15.34	11.29	6.44	4.73	2.17	4027493	363943	3663550	9.04	90.96
"26"	"04000US26"	"Michigan"	"Michigan"	"mi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10071822	10071822	9670813	7801815	1407317	45891	238113	2017	14615	161045	401009	199858	9318	6337	2101	351	153147	29897	96.02	77.46	13.97	0.46	2.36	0.02	0.15	1.6	3.98	1.98	0.09	0.06	0.02	0	1.52	0.3	10071822	8001673	1416635	52228	240214	2368	167762	190942	79.45	14.07	0.52	2.39	0.02	1.67	1.9	5016131	4533742	482389	90.38	9.62	10071822	9462365	609457	285770	323687	93.95	6.05	2.84	3.21	10071822	636089	653753	700432	459936	974483	1250969	1433178	1539359	1144589	654376	450684	173974	6.32	6.49	6.95	4.57	9.68	12.42	14.23	15.28	11.36	6.5	4.47	1.73	6190979	809995	5380984	13.08	86.92
"27"	"04000US27"	"Minnesota"	"Minnesota"	"mn"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5197621	5197621	4992832	4451045	222752	48468	180264	1380	6514	82409	204789	119441	3046	3296	436	16	65004	13550	96.06	85.64	4.29	0.93	3.47	0.03	0.13	1.59	3.94	2.3	0.06	0.06	0.01	0	1.25	0.26	5197621	4570486	225798	51764	180700	1396	71518	95959	87.93	4.34	1	3.48	0.03	1.38	1.85	2905044	2748022	157022	94.59	5.41	5197621	4852620	345001	146595	198406	93.36	6.64	2.82	3.82	5197621	353305	328914	351657	225580	508801	678968	744671	806281	563680	316627	219926	99211	6.8	6.33	6.77	4.34	9.79	13.06	14.33	15.51	10.84	6.09	4.23	1.91	3229278	285513	2943765	8.84	91.16
"28"	"04000US28"	"Mississippi"	"Mississippi"	"ms"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2918785	2918785	2866270	1717014	1090946	10028	20114	1777	2037	24354	52515	28116	4105	956	93	0	17112	2133	98.2	58.83	37.38	0.34	0.69	0.06	0.07	0.83	1.8	0.96	0.14	0.03	0	0	0.59	0.07	2918785	1745130	1095051	10984	20207	1777	19149	26487	59.79	37.52	0.38	0.69	0.06	0.66	0.91	1330469	1207225	123244	90.74	9.26	2918785	2869302	49483	18034	31449	98.3	1.7	0.62	1.08	2918785	213145	210884	207791	134623	313464	366677	390876	404861	314723	194033	125622	42086	7.3	7.23	7.12	4.61	10.74	12.56	13.39	13.87	10.78	6.65	4.3	1.44	1725670	309855	1415815	17.96	82.04
"29"	"04000US29"	"Missouri"	"Missouri"	"mo"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5878415	5878415	5701537	4832220	660401	20023	81361	5940	4123	97469	176878	98287	3621	2491	260	1729	57028	13462	96.99	82.2	11.23	0.34	1.38	0.1	0.07	1.66	3.01	1.67	0.06	0.04	0	0.03	0.97	0.23	5878415	4930507	664022	22514	81621	7669	61151	110931	83.87	11.3	0.38	1.39	0.13	1.04	1.89	3000518	2811155	189363	93.69	6.31	5878415	5670294	208121	84745	123376	96.46	3.54	1.44	2.1	5878415	393719	374286	401564	257733	568575	756389	806216	875246	658486	402179	275084	108938	6.7	6.37	6.83	4.38	9.67	12.87	13.71	14.89	11.2	6.84	4.68	1.85	3564898	425404	3139494	11.93	88.07
"30"	"04000US30"	"Montana"	"Montana"	"mt"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	957861	957861	932348	844672	5164	56804	4931	774	167	19836	25513	13533	797	2332	109	0	5350	3392	97.34	88.18	0.54	5.93	0.51	0.08	0.02	2.07	2.66	1.41	0.08	0.24	0.01	0	0.56	0.35	957861	858205	5961	59136	5040	774	5517	23228	89.6	0.62	6.17	0.53	0.08	0.58	2.42	495785	469972	25813	94.79	5.21	957861	941804	16057	8854	7203	98.32	1.68	0.92	0.75	957861	59247	58035	61878	40891	96791	116731	119053	152421	121347	67245	45026	19196	6.19	6.06	6.46	4.27	10.1	12.19	12.43	15.91	12.67	7.02	4.7	2	592492	79738	512754	13.46	86.54
"31"	"04000US31"	"Nebraska"	"Nebraska"	"ne"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1774571	1774571	1642094	1503006	69665	9614	25652	2828	1169	30160	132477	79107	668	2234	79	117	44876	5396	92.53	84.7	3.93	0.54	1.45	0.16	0.07	1.7	7.47	4.46	0.04	0.13	0	0.01	2.53	0.3	1774571	1582113	70333	11848	25731	2945	46045	35556	89.15	3.96	0.67	1.45	0.17	2.59	2	969827	925034	44793	95.38	4.62	1774571	1676059	98512	36423	62089	94.45	5.55	2.05	3.5	1774571	128691	121683	118675	78429	187864	225623	231259	259495	187221	113788	85369	36474	7.25	6.86	6.69	4.42	10.59	12.71	13.03	14.62	10.55	6.41	4.81	2.06	1062447	109322	953125	10.29	89.71
"32"	"04000US32"	"Nevada"	"Nevada"	"nv"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2565382	2565382	1920897	1484173	182318	27557	153803	12105	3642	57299	644485	412985	7920	4580	1800	1586	196686	18928	74.88	57.85	7.11	1.07	6	0.47	0.14	2.23	25.12	16.1	0.31	0.18	0.07	0.06	7.67	0.74	2565382	1897158	190238	32137	155603	13691	200328	76227	73.95	7.42	1.25	6.07	0.53	7.81	2.97	1321334	1247341	73993	94.4	5.6	2565382	2067561	497821	189707	308114	80.59	19.41	7.39	12.01	2565382	193750	179302	182781	108517	214934	376266	381289	357516	286259	163814	94100	26854	7.55	6.99	7.12	4.23	8.38	14.67	14.86	13.94	11.16	6.39	3.67	1.05	1596046	151147	1444899	9.47	90.53
"33"	"04000US33"	"New Hampshire"	"New Hampshire"	"nh"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1315828	1315828	1283207	1225848	11857	2502	26790	269	2310	13631	32621	21175	689	225	0	0	7832	2700	97.52	93.16	0.9	0.19	2.04	0.02	0.18	1.04	2.48	1.61	0.05	0.02	0	0	0.6	0.21	1315828	1247023	12546	2727	26790	269	10142	16331	94.77	0.95	0.21	2.04	0.02	0.77	1.24	737625	700101	37524	94.91	5.09	1315828	1248093	67735	33000	34735	94.85	5.15	2.51	2.64	1315828	75022	79173	86160	58243	121249	149722	201630	219765	159196	85619	56969	23080	5.7	6.02	6.55	4.43	9.21	11.38	15.32	16.7	12.1	6.51	4.33	1.75	826327	54445	771882	6.59	93.41
"34"	"04000US34"	"New Jersey"	"New Jersey"	"nj"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8685920	8685920	7303891	5376931	1145118	11619	643965	1629	31771	92858	1382029	660649	40711	6403	4519	48	621059	48640	84.09	61.9	13.18	0.13	7.41	0.02	0.37	1.07	15.91	7.61	0.47	0.07	0.05	0	7.15	0.56	8685920	6037580	1185829	18022	648484	1677	652830	141498	69.51	13.65	0.21	7.47	0.02	7.52	1.63	4520764	4253046	267718	94.08	5.92	8685920	6954718	1731202	886921	844281	80.07	19.93	10.21	9.72	8685920	555549	554153	584154	368912	772226	1059463	1354874	1341348	960550	573357	403466	157868	6.4	6.38	6.73	4.25	8.89	12.2	15.6	15.44	11.06	6.6	4.65	1.82	5381301	401681	4979620	7.46	92.54
"35"	"04000US35"	"New Mexico"	"New Mexico"	"nm"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1969915	1969915	1095230	829766	41564	169478	25378	781	5220	23043	874685	530612	3082	8037	1628	103	301260	29963	55.6	42.12	2.11	8.6	1.29	0.04	0.26	1.17	44.4	26.94	0.16	0.41	0.08	0.01	15.29	1.52	1969915	1360378	44646	177515	27006	884	306480	53006	69.06	2.27	9.01	1.37	0.04	15.56	2.69	938164	885283	52881	94.36	5.64	1969915	1786979	182936	59482	123454	90.71	9.29	3.02	6.27	1969915	141048	134493	133570	87654	205342	258624	258641	282804	215169	134583	84439	33548	7.16	6.83	6.78	4.45	10.42	13.13	13.13	14.36	10.92	6.83	4.29	1.7	1192795	192692	1000103	16.15	83.85
