"FIPS"	"Geographic Identifier"	"Name of Area"	"Qualifying Name"	"State/U.S.-Abbreviation (USPS)"	"Summary Level"	"Geographic Component"	"File Identification"	"Logical Record Number"	"US"	"Region"	"Division"	"State (Census Code)"	"State (FIPS)"	"County"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Place (State FIPS + Place FIPS)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (Census)"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Combined Statistical Area"	"New England City and Town Area"	"New England City and Town Area Division"	"Urban Area"	"Urban Area Central Place"	"Current Congressional District ***"	"State Legislative District Upper"	"State Legislative District Lower"	"Voting District"	"ZIP Code Tabulation Area (3-digit)"	"ZIP Code Tabulation Area (5-digit)"	"Subbarrio (FIPS)"	"School District (Elementary)"	"School District (Secondary)"	"School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Traffic Analysis Zone"	"Urban Growth Area"	"Public Use Microdata Area - 5% File"	"Public Use Microdata Area - 1% File"	"Total Population:"	"Total Population: Native Born"	"Total Population: Foreign Born"	"Total Population: Foreign Born: Naturalized Citizen"	"Total Population: Foreign Born: Not a Citizen"	"% Total Population: Native Born"	"% Total Population: Foreign Born"	"% Total Population: Foreign Born: Naturalized Citizen"	"% Total Population: Foreign Born: Not a Citizen"	"Total Population"	"Total Population: Not Hispanic or Latino"	"Total Population: Not Hispanic or Latino: White Alone"	"Total Population: Not Hispanic or Latino: Black or African American Alone"	"Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Not Hispanic or Latino: Asian Alone"	"Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Not Hispanic or Latino: Some Other Race Alone"	"Total Population: Not Hispanic or Latino: Two or More races"	"Total Population: Hispanic or Latino"	"Total Population: Hispanic or Latino: White Alone"	"Total Population: Hispanic or Latino: Black or African American Alone"	"Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Hispanic or Latino: Asian Alone"	"Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Hispanic or Latino: Some Other Race Alone"	"Total Population: Hispanic or Latino: Two or More races"	"% Total Population: Not Hispanic or Latino"	"% Total Population: Not Hispanic or Latino: White Alone"	"% Total Population: Not Hispanic or Latino: Black or African American Alone"	"% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Not Hispanic or Latino: Asian Alone"	"% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Not Hispanic or Latino: Some Other Race Alone"	"% Total Population: Not Hispanic or Latino: Two or More races"	"% Total Population: Hispanic or Latino"	"% Total Population: Hispanic or Latino: White Alone"	"% Total Population: Hispanic or Latino: Black or African American Alone"	"% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Hispanic or Latino: Asian Alone"	"% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Hispanic or Latino: Some Other Race Alone"	"% Total Population: Hispanic or Latino: Two or More races"	"Total Population:"	"Total Population: White Alone"	"Total Population: Black or African American Alone"	"Total Population: American Indian and Alaska Native Alone"	"Total Population: Asian Alone"	"Total Population: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Some Other Race Alone"	"Total Population: Two or More races"	"% Total Population: White Alone"	"% Total Population: Black or African American Alone"	"% Total Population: American Indian and Alaska Native Alone"	"% Total Population: Asian Alone"	"% Total Population: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Some Other Race Alone"	"% Total Population: Two or More races"	"Civilian Population in Labor Force 16 Years and Over:"	"Civilian Population in Labor Force 16 Years and Over: Employed"	"Civilian Population in Labor Force 16 Years and Over: Unemployed"	"% Civilian Population in Labor Force 16 Years and Over: Employed"	"% Civilian Population in Labor Force 16 Years and Over: Unemployed"
"23"	"04000US23"	"Maine"	"Maine"	"me"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1321574	1279618	41956	20915	21041	96.83	3.17	1.58	1.59	1321574	1308952	1259089	13373	6934	11926	406	262	16962	12622	6452	296	79	78	0	3901	1816	99.04	95.27	1.01	0.52	0.9	0.03	0.02	1.28	0.96	0.49	0.02	0.01	0.01	0	0.3	0.14	1321574	1265541	13669	7013	12004	406	4163	18778	95.76	1.03	0.53	0.91	0.03	0.32	1.42	701799	664733	37066	94.72	5.28
"24"	"04000US24"	"Maryland"	"Maryland"	"md"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5615727	4932570	683157	305065	378092	87.83	12.17	5.43	6.73	5615727	5279337	3275198	1611113	10931	274309	2110	13442	92234	336390	166299	13745	1672	2053	1401	137260	13960	94.01	58.32	28.69	0.19	4.88	0.04	0.24	1.64	5.99	2.96	0.24	0.03	0.04	0.02	2.44	0.25	5615727	3441497	1624858	12603	276362	3511	150702	106194	61.28	28.93	0.22	4.92	0.06	2.68	1.89	3036959	2875976	160983	94.7	5.3
"25"	"04000US25"	"Massachusetts"	"Massachusetts"	"ma"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6437193	5528922	908271	430545	477726	85.89	14.11	6.69	7.42	6437193	5926711	5104271	366585	11959	309451	1884	53674	78887	510482	225305	26622	3075	990	1437	221917	31136	92.07	79.29	5.69	0.19	4.81	0.03	0.83	1.23	7.93	3.5	0.41	0.05	0.02	0.02	3.45	0.48	6437193	5329576	393207	15034	310441	3321	275591	110023	82.79	6.11	0.23	4.82	0.05	4.28	1.71	3470663	3271037	199626	94.25	5.75
"26"	"04000US26"	"Michigan"	"Michigan"	"mi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10095643	9496992	598651	285170	313481	94.07	5.93	2.82	3.11	10095643	9702873	7836885	1417505	46259	236565	1237	14683	149739	392770	189660	9304	4215	407	186	159793	29205	96.11	77.63	14.04	0.46	2.34	0.01	0.15	1.48	3.89	1.88	0.09	0.04	0	0	1.58	0.29	10095643	8026545	1426809	50474	236972	1423	174476	178944	79.51	14.13	0.5	2.35	0.01	1.73	1.77	5058549	4577409	481140	90.49	9.51
"27"	"04000US27"	"Minnesota"	"Minnesota"	"mn"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5167101	4827865	339236	148080	191156	93.43	6.57	2.87	3.7	5167101	4971963	4435973	224955	49590	178128	839	8279	74199	195138	102984	3399	2332	1167	80	75014	10162	96.22	85.85	4.35	0.96	3.45	0.02	0.16	1.44	3.78	1.99	0.07	0.05	0.02	0	1.45	0.2	5167101	4538957	228354	51922	179295	919	83293	84361	87.84	4.42	1	3.47	0.02	1.61	1.63	2887040	2736118	150922	94.77	5.23
"28"	"04000US28"	"Mississippi"	"Mississippi"	"ms"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2910540	2859496	51044	20586	30458	98.25	1.75	0.71	1.05	2910540	2864192	1724848	1085276	11653	22110	230	1308	18767	46348	24448	1838	627	6	461	16806	2162	98.41	59.26	37.29	0.4	0.76	0.01	0.04	0.64	1.59	0.84	0.06	0.02	0	0.02	0.58	0.07	2910540	1749296	1087114	12280	22116	691	18114	20929	60.1	37.35	0.42	0.76	0.02	0.62	0.72	1325054	1206851	118203	91.08	8.92
"29"	"04000US29"	"Missouri"	"Missouri"	"mo"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5842713	5649023	193690	86405	107285	96.68	3.32	1.48	1.84	5842713	5681815	4820772	658368	19421	85603	3131	5222	89298	160898	85060	3167	1661	407	202	56804	13597	97.25	82.51	11.27	0.33	1.47	0.05	0.09	1.53	2.75	1.46	0.05	0.03	0.01	0	0.97	0.23	5842713	4905832	661535	21082	86010	3333	62026	102895	83.96	11.32	0.36	1.47	0.06	1.06	1.76	2989588	2801445	188143	93.71	6.29
"30"	"04000US30"	"Montana"	"Montana"	"mt"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	944632	927120	17512	8948	8564	98.15	1.85	0.95	0.91	944632	924119	836541	4327	58034	5509	763	1402	17543	20513	10651	143	1466	16	103	6793	1341	97.83	88.56	0.46	6.14	0.58	0.08	0.15	1.86	2.17	1.13	0.02	0.16	0	0.01	0.72	0.14	944632	847192	4470	59500	5525	866	8195	18884	89.68	0.47	6.3	0.58	0.09	0.87	2	490998	467475	23523	95.21	4.79
"31"	"04000US31"	"Nebraska"	"Nebraska"	"ne"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1768331	1668831	99500	30769	68731	94.37	5.63	1.74	3.89	1768331	1638101	1500166	71047	12435	29570	526	1692	22665	130230	66814	1048	3677	245	259	54322	3865	92.64	84.84	4.02	0.7	1.67	0.03	0.1	1.28	7.36	3.78	0.06	0.21	0.01	0.01	3.07	0.22	1768331	1566980	72095	16112	29815	785	56014	26530	88.61	4.08	0.91	1.69	0.04	3.17	1.5	974854	927963	46891	95.19	4.81
"32"	"04000US32"	"Nevada"	"Nevada"	"nv"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2495529	2019615	475914	172505	303409	80.93	19.07	6.91	12.16	2495529	1885478	1463452	178999	26393	146075	9871	4895	55793	610051	374408	4065	4020	1288	1298	201184	23788	75.55	58.64	7.17	1.06	5.85	0.4	0.2	2.24	24.45	15	0.16	0.16	0.05	0.05	8.06	0.95	2495529	1837860	183064	30413	147363	11169	206079	79581	73.65	7.34	1.22	5.91	0.45	8.26	3.19	1291287	1224523	66764	94.83	5.17
"33"	"04000US33"	"New Hampshire"	"New Hampshire"	"nh"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1314895	1243695	71200	32025	39175	94.59	5.41	2.44	2.98	1314895	1285174	1230377	13404	3100	25907	457	2366	9563	29721	19854	438	0	229	0	7750	1450	97.74	93.57	1.02	0.24	1.97	0.03	0.18	0.73	2.26	1.51	0.03	0	0.02	0	0.59	0.11	1314895	1250231	13842	3100	26136	457	10116	11013	95.08	1.05	0.24	1.99	0.03	0.77	0.84	737774	704774	33000	95.53	4.47
"34"	"04000US34"	"New Jersey"	"New Jersey"	"nj"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8724560	6970307	1754253	847665	906588	79.89	20.11	9.72	10.39	8724560	7359861	5431103	1147763	10139	647828	1722	40177	81129	1364699	642057	39398	7355	4550	2640	621052	47647	84.36	62.25	13.16	0.12	7.43	0.02	0.46	0.93	15.64	7.36	0.45	0.08	0.05	0.03	7.12	0.55	8724560	6073160	1187161	17494	652378	4362	661229	128776	69.61	13.61	0.2	7.48	0.05	7.58	1.48	4546370	4261555	284815	93.74	6.26
"35"	"04000US35"	"New Mexico"	"New Mexico"	"nm"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1954599	1757348	197251	57959	139292	89.91	10.09	2.97	7.13	1954599	1093912	828965	35849	176968	23557	1053	6076	21444	860687	496797	3805	12184	2426	343	303696	41436	55.97	42.41	1.83	9.05	1.21	0.05	0.31	1.1	44.03	25.42	0.19	0.62	0.12	0.02	15.54	2.12	1954599	1325762	39654	189152	25983	1396	309772	62880	67.83	2.03	9.68	1.33	0.07	15.85	3.22	934956	875545	59411	93.65	6.35
"36"	"04000US36"	"New York"	"New York"	"ny"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"36"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	19306183	15127221	4178962	2156329	2022633	78.35	21.65	11.17	10.48	19306183	16166593	11628557	2847761	47466	1313524	3814	113554	211917	3139590	1187715	142499	12943	9447	1113	1661897	123976	83.74	60.23	14.75	0.25	6.8	0.02	0.59	1.1	16.26	6.15	0.74	0.07	0.05	0.01	8.61	0.64	19306183	12816272	2990260	60409	1322971	4927	1775451	335893	66.38	15.49	0.31	6.85	0.03	9.2	1.74	9636401	9007682	628719	93.48	6.52
"37"	"04000US37"	"North Carolina"	"North Carolina"	"nc"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8856505	8242307	614198	160272	453926	93.07	6.93	1.81	5.13	8856505	8259123	5999236	1877845	96097	161171	4610	16584	103580	597382	225427	14624	3591	1407	710	329879	21744	93.25	67.74	21.2	1.09	1.82	0.05	0.19	1.17	6.75	2.55	0.17	0.04	0.02	0.01	3.72	0.25	8856505	6224663	1892469	99688	162578	5320	346463	125324	70.28	21.37	1.13	1.84	0.06	3.91	1.42	4445111	4152228	292883	93.41	6.59
"38"	"04000US38"	"North Dakota"	"North Dakota"	"nd"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"38"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	635867	622489	13378	5825	7553	97.9	2.1	0.92	1.19	635867	626535	575108	5973	32768	4292	241	225	7928	9332	3811	26	451	56	0	4550	438	98.53	90.44	0.94	5.15	0.67	0.04	0.04	1.25	1.47	0.6	0	0.07	0.01	0	0.72	0.07	635867	578919	5999	33219	4348	241	4775	8366	91.04	0.94	5.22	0.68	0.04	0.75	1.32	346616	335010	11606	96.65	3.35
"39"	"04000US39"	"Ohio"	"Ohio"	"oh"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"39"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	11478006	11065654	412352	197241	215111	96.41	3.59	1.72	1.87	11478006	11212244	9506469	1348907	19767	174016	1106	15430	146549	265762	139375	8436	1803	984	1341	89159	24664	97.68	82.82	11.75	0.17	1.52	0.01	0.13	1.28	2.32	1.21	0.07	0.02	0.01	0.01	0.78	0.21	11478006	9645844	1357343	21570	175000	2447	104589	171213	84.04	11.83	0.19	1.52	0.02	0.91	1.49	5891398	5474367	417031	92.92	7.08
"40"	"04000US40"	"Oklahoma"	"Oklahoma"	"ok"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3579212	3403225	175987	57954	118033	95.08	4.92	1.62	3.3	3579212	3334390	2577447	260898	238743	58411	2866	3492	192533	244822	120585	2373	5583	753	218	90261	25049	93.16	72.01	7.29	6.67	1.63	0.08	0.1	5.38	6.84	3.37	0.07	0.16	0.02	0.01	2.52	0.7	3579212	2698032	263271	244326	59164	3084	93753	217582	75.38	7.36	6.83	1.65	0.09	2.62	6.08	1734785	1631472	103313	94.04	5.96
"41"	"04000US41"	"Oregon"	"Oregon"	"or"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3700758	3340891	359867	125035	234832	90.28	9.72	3.38	6.35	3700758	3321724	2989235	60985	36631	134601	7934	3922	88416	379034	196942	2646	30638	1145	316	124748	22599	89.76	80.77	1.65	0.99	3.64	0.21	0.11	2.39	10.24	5.32	0.07	0.83	0.03	0.01	3.37	0.61	3700758	3186177	63631	67269	135746	8250	128670	111015	86.1	1.72	1.82	3.67	0.22	3.48	3	1912917	1791946	120971	93.68	6.32
"42"	"04000US42"	"Pennsylvania"	"Pennsylvania"	"pa"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"42"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12440621	11804054	636567	315485	321082	94.88	5.12	2.54	2.58	12440621	11913479	10201475	1263313	15033	287452	3161	19088	123957	527142	228257	26486	2601	1837	171	240839	26951	95.76	82	10.15	0.12	2.31	0.03	0.15	1	4.24	1.83	0.21	0.02	0.01	0	1.94	0.22	12440621	10429732	1289799	17634	289289	3332	259927	150908	83.84	10.37	0.14	2.33	0.03	2.09	1.21	6269806	5881115	388691	93.8	6.2
"44"	"04000US44"	"Rhode Island"	"Rhode Island"	"ri"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"44"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1067610	933220	134390	58858	75532	87.41	12.59	5.51	7.07	1067610	949902	842726	49272	3804	28840	248	7704	17308	117708	39644	5124	592	566	0	65885	5897	88.97	78.94	4.62	0.36	2.7	0.02	0.72	1.62	11.03	3.71	0.48	0.06	0.05	0	6.17	0.55	1067610	882370	54396	4396	29406	248	73589	23205	82.65	5.1	0.41	2.75	0.02	6.89	2.17	565481	532288	33193	94.13	5.87
"45"	"04000US45"	"South Carolina"	"South Carolina"	"sc"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4321249	4145231	176018	57395	118623	95.93	4.07	1.33	2.75	4321249	4172617	2823274	1233805	10956	46360	2329	4867	51026	148632	85050	4095	979	579	955	52350	4624	96.56	65.33	28.55	0.25	1.07	0.05	0.11	1.18	3.44	1.97	0.09	0.02	0.01	0.02	1.21	0.11	4321249	2908324	1237900	11935	46939	3284	57217	55650	67.3	28.65	0.28	1.09	0.08	1.32	1.29	2121258	1964710	156548	92.62	7.38
"46"	"04000US46"	"South Dakota"	"South Dakota"	"sd"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"46"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	781919	765067	16852	6116	10736	97.84	2.16	0.78	1.37	781919	766375	676671	5157	65840	6907	34	946	10820	15544	5114	105	1774	157	22	6821	1551	98.01	86.54	0.66	8.42	0.88	0	0.12	1.38	1.99	0.65	0.01	0.23	0.02	0	0.87	0.2	781919	681785	5262	67614	7064	56	7767	12371	87.19	0.67	8.65	0.9	0.01	0.99	1.58	423824	405462	18362	95.67	4.33
"47"	"04000US47"	"Tennessee"	"Tennessee"	"tn"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"47"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6038803	5802287	236516	75091	161425	96.08	3.92	1.24	2.67	6038803	5851056	4677757	1007914	15186	75916	1090	7366	65827	187747	103821	3812	949	292	194	69780	8899	96.89	77.46	16.69	0.25	1.26	0.02	0.12	1.09	3.11	1.72	0.06	0.02	0	0	1.16	0.15	6038803	4781578	1011726	16135	76208	1284	77146	74726	79.18	16.75	0.27	1.26	0.02	1.28	1.24	2987363	2766895	220468	92.62	7.38
"48"	"04000US48"	"Texas"	"Texas"	"tx"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"48"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	23507783	19767116	3740667	1144585	2596082	84.09	15.91	4.87	11.04	23507783	15122665	11309011	2676626	69019	775110	12908	47310	232681	8385118	5096926	41889	42492	12098	1139	3006635	183939	64.33	48.11	11.39	0.29	3.3	0.05	0.2	0.99	35.67	21.68	0.18	0.18	0.05	0	12.79	0.78	23507783	16405937	2718515	111511	787208	14047	3053945	416620	69.79	11.56	0.47	3.35	0.06	12.99	1.77	11536867	10729295	807572	93	7
"49"	"04000US49"	"Utah"	"Utah"	"ut"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"49"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2550063	2339563	210500	62083	148417	91.75	8.25	2.43	5.82	2550063	2263950	2112440	21303	27061	47871	18958	3505	32812	286113	159164	1439	1840	1208	0	110456	12006	88.78	82.84	0.84	1.06	1.88	0.74	0.14	1.29	11.22	6.24	0.06	0.07	0.05	0	4.33	0.47	2550063	2271604	22742	28901	49079	18958	113961	44818	89.08	0.89	1.13	1.92	0.74	4.47	1.76	1272674	1216420	56254	95.58	4.42
"50"	"04000US50"	"Vermont"	"Vermont"	"vt"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	623908	599726	24182	12507	11675	96.12	3.88	2	1.87	623908	617264	596638	4722	2422	5657	61	199	7565	6644	3891	445	141	36	0	1677	454	98.94	95.63	0.76	0.39	0.91	0.01	0.03	1.21	1.06	0.62	0.07	0.02	0.01	0	0.27	0.07	623908	600529	5167	2563	5693	61	1876	8019	96.25	0.83	0.41	0.91	0.01	0.3	1.29	350032	333079	16953	95.16	4.84
"51"	"04000US51"	"Virginia"	"Virginia"	"va"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"51"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	7642884	6869099	773785	331609	442176	89.88	10.12	4.34	5.79	7642884	7172013	5167028	1483105	16923	363086	5384	16412	120075	470871	246267	12971	1630	2429	907	181583	25084	93.84	67.61	19.41	0.22	4.75	0.07	0.21	1.57	6.16	3.22	0.17	0.02	0.03	0.01	2.38	0.33	7642884	5413295	1496076	18553	365515	6291	197995	145159	70.83	19.57	0.24	4.78	0.08	2.59	1.9	3977670	3792206	185464	95.34	4.66
"53"	"04000US53"	"Washington"	"Washington"	"wa"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"53"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6395798	5602009	793789	343319	450470	87.59	12.41	5.37	7.04	6395798	5815771	4886203	211333	83313	418886	26691	12692	176653	580027	261927	6535	9478	5090	495	263704	32798	90.93	76.4	3.3	1.3	6.55	0.42	0.2	2.76	9.07	4.1	0.1	0.15	0.08	0.01	4.12	0.51	6395798	5148130	217868	92791	423976	27186	276396	209451	80.49	3.41	1.45	6.63	0.43	4.32	3.27	3296812	3084652	212160	93.56	6.44
"54"	"04000US54"	"West Virginia"	"West Virginia"	"wv"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"54"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1818470	1796522	21948	10764	11184	98.79	1.21	0.59	0.62	1818470	1804087	1711605	58521	3318	10313	710	424	19196	14383	9493	172	0	166	491	2561	1500	99.21	94.12	3.22	0.18	0.57	0.04	0.02	1.06	0.79	0.52	0.01	0	0.01	0.03	0.14	0.08	1818470	1721098	58693	3318	10479	1201	2985	20696	94.65	3.23	0.18	0.58	0.07	0.16	1.14	820283	764168	56115	93.16	6.84
"55"	"04000US55"	"Wisconsin"	"Wisconsin"	"wi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5556506	5311500	245006	104415	140591	95.59	4.41	1.88	2.53	5556506	5300202	4755716	325004	44417	110435	1449	5268	57913	256304	103973	3372	3310	343	173	131468	13665	95.39	85.59	5.85	0.8	1.99	0.03	0.09	1.04	4.61	1.87	0.06	0.06	0.01	0	2.37	0.25	5556506	4859689	328376	47727	110778	1622	136736	71578	87.46	5.91	0.86	1.99	0.03	2.46	1.29	3056451	2887436	169015	94.47	5.53
"56"	"04000US56"	"Wyoming"	"Wyoming"	"wy"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"56"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	515004	501075	13929	5337	8592	97.3	2.7	1.04	1.67	515004	479272	453251	3269	10497	4311	350	762	6832	35732	19686	417	1008	345	0	11680	2596	93.06	88.01	0.63	2.04	0.84	0.07	0.15	1.33	6.94	3.82	0.08	0.2	0.07	0	2.27	0.5	515004	472937	3686	11505	4656	350	12442	9428	91.83	0.72	2.23	0.9	0.07	2.42	1.83	282679	272668	10011	96.46	3.54
