"FIPS"	"Geographic Identifier"	"Name of Area"	"Qualifying Name"	"State/U.S.-Abbreviation (USPS)"	"Summary Level"	"Geographic GEOCOMP"	"File Identification"	"Logical Record Number"	"US"	"Region"	"Division"	"State (Census Code)"	"State (FIPS)"	"County"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Place (State FIPS + Place FIPS)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (Census)"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Combined Statistical Area"	"New England City and Town Area"	"New England City and Town Area Division"	"Urban Area"	"Urban Area Central Place"	"Current Congressional District 110"	"State Legislative District Upper"	"State Legislative District Lower"	"Voting District"	"ZIP Code Tabulation Area (3-digit)"	"ZIP Code Tabulation Area (5-digit)"	"Subbarrio (FIPS)"	"School District (Elementary)"	"School District (Secondary)"	"School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Traffic Analysis Zone"	"Urban Growth Area"	"Public Use Microdata Area - 5% File"	"Public Use Microdata Area - 1% File"	"Total Population"	"Total Population"	"Total Population: Not Hispanic or Latino"	"Total Population: Not Hispanic or Latino: White Alone"	"Total Population: Not Hispanic or Latino: Black or African American Alone"	"Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Not Hispanic or Latino: Asian Alone"	"Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Not Hispanic or Latino: Some Other Race Alone"	"Total Population: Not Hispanic or Latino: Two or More Races"	"Total Population: Hispanic or Latino"	"Total Population: Hispanic or Latino: White Alone"	"Total Population: Hispanic or Latino: Black or African American Alone"	"Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Hispanic or Latino: Asian Alone"	"Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Hispanic or Latino: Some Other Race Alone"	"Total Population: Hispanic or Latino: Two or More Races"	"% Total Population: Not Hispanic or Latino"	"% Total Population: Not Hispanic or Latino: White Alone"	"% Total Population: Not Hispanic or Latino: Black or African American Alone"	"% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Not Hispanic or Latino: Asian Alone"	"% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Not Hispanic or Latino: Some Other Race Alone"	"% Total Population: Not Hispanic or Latino: Two or More Races"	"% Total Population: Hispanic or Latino"	"% Total Population: Hispanic or Latino: White Alone"	"% Total Population: Hispanic or Latino: Black or African American Alone"	"% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Hispanic or Latino: Asian Alone"	"% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Hispanic or Latino: Some Other Race Alone"	"% Total Population: Hispanic or Latino: Two or More Races"	"Total Population:"	"Total Population: White Alone"	"Total Population: Black or African American Alone"	"Total Population: American Indian and Alaska Native Alone"	"Total Population: Asian Alone"	"Total Population: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Some Other Race Alone"	"Total Population: Two or More Races"	"% Total Population: White Alone"	"% Total Population: Black or African American Alone"	"% Total Population: American Indian and Alaska Native Alone"	"% Total Population: Asian Alone"	"% Total Population: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Some Other Race Alone"	"% Total Population: Two or More Races"	"Civilian Population in Labor Force 16 Years and Over:"	"Civilian Population in Labor Force 16 Years and Over: Employed"	"Civilian Population in Labor Force 16 Years and Over: Unemployed"	"% Civilian Population in Labor Force 16 Years and Over: Employed"	"% Civilian Population in Labor Force 16 Years and Over: Unemployed"	"Total Population:"	"Total Population: Native Born"	"Total Population: Foreign Born"	"Total Population: Foreign Born: Naturalized Citizen"	"Total Population: Foreign Born: Not a Citizen"	"% Total Population: Native Born"	"% Total Population: Foreign Born"	"% Total Population: Foreign Born: Naturalized Citizen"	"% Total Population: Foreign Born: Not a Citizen"	"Total Population:"	"Total Population: Under 5 Years"	"Total Population: 5 to 9 Years"	"Total Population: 10 to 14 Years"	"Total Population: 15 to 17 Years"	"Total Population: 18 to 24 Years"	"Total Population: 25 to 34 Years"	"Total Population: 35 to 44 Years"	"Total Population: 45 to 54 Years"	"Total Population: 55 to 64 Years"	"Total Population: 65 to 74 Years"	"Total Population: 75 to 84 Years"	"Total Population: 85 Years and Over"	"% Total Population: Under 5 Years"	"% Total Population: 5 to 9 Years"	"% Total Population: 10 to 14 Years"	"% Total Population: 15 to 17 Years"	"% Total Population: 18 to 24 Years"	"% Total Population: 25 to 34 Years"	"% Total Population: 35 to 44 Years"	"% Total Population: 45 to 54 Years"	"% Total Population: 55 to 64 Years"	"% Total Population: 65 to 74 Years"	"% Total Population: 75 to 84 Years"	"% Total Population: 85 Years and Over"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined:"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level"	"% Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty"	"% Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level"
"12"	"04000US12"	"Florida"	"Florida"	"fl"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	21299325	21299325	15736873	11344261	3252558	41492	580229	9694	81784	426855	5562452	4555313	158183	18378	13405	3147	626956	187070	73.88	53.26	15.27	0.19	2.72	0.05	0.38	2	26.12	21.39	0.74	0.09	0.06	0.01	2.94	0.88	21299325	15899574	3410741	59870	593634	12841	708740	613925	74.65	16.01	0.28	2.79	0.06	3.33	2.88	10265785	9734940	530845	94.83	5.17	21299325	16823894	4475431	2545885	1929546	78.99	21.01	11.95	9.06	21299325	1135392	1127602	1244592	720289	1769325	2758515	2586704	2741968	2856154	2404234	1393550	561000	5.33	5.29	5.84	3.38	8.31	12.95	12.14	12.87	13.41	11.29	6.54	2.63	12427250	1567616	10859634	12.61	87.39
"13"	"04000US13"	"Georgia"	"Georgia"	"ga"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10519475	10519475	9497721	5493804	3281137	17359	431551	11618	33630	228622	1021754	633841	38554	17126	4500	2431	267518	57784	90.29	52.23	31.19	0.17	4.1	0.11	0.32	2.17	9.71	6.03	0.37	0.16	0.04	0.02	2.54	0.55	10519475	6127645	3319691	34485	436051	14049	301148	286406	58.25	31.56	0.33	4.15	0.13	2.86	2.72	5203362	4953466	249896	95.2	4.8	10519475	9455402	1064073	480192	583881	89.88	10.12	4.56	5.55	10519475	645488	683042	739018	435745	1038010	1442243	1401044	1396330	1282127	896948	416680	142800	6.14	6.49	7.03	4.14	9.87	13.71	13.32	13.27	12.19	8.53	3.96	1.36	6349423	818172	5531251	12.89	87.11
"15"	"04000US15"	"Hawaii"	"Hawaii"	"hi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1420491	1420491	1269135	308375	26978	1976	521237	134876	1321	274372	151356	37277	1347	1261	13242	10095	16731	71403	89.34	21.71	1.9	0.14	36.69	9.5	0.09	19.32	10.66	2.62	0.09	0.09	0.93	0.71	1.18	5.03	1420491	345652	28325	3237	534479	144971	18052	345775	24.33	1.99	0.23	37.63	10.21	1.27	24.34	712135	684905	27230	96.18	3.82	1420491	1154344	266147	155756	110391	81.26	18.74	10.96	7.77	1420491	87437	84434	84576	46808	121647	201025	181541	171390	180166	149372	72022	40073	6.16	5.94	5.95	3.3	8.56	14.15	12.78	12.07	12.68	10.52	5.07	2.82	827936	69983	757953	8.45	91.55
"16"	"04000US16"	"Idaho"	"Idaho"	"id"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1754208	1754208	1531744	1434463	10007	18867	26186	2222	1429	38570	222464	142383	2068	4159	840	541	57788	14685	87.32	81.77	0.57	1.08	1.49	0.13	0.08	2.2	12.68	8.12	0.12	0.24	0.05	0.03	3.29	0.84	1754208	1576846	12075	23026	27026	2763	59217	53255	89.89	0.69	1.31	1.54	0.16	3.38	3.04	840240	806802	33438	96.02	3.98	1754208	1648980	105228	45441	59787	94	6	2.59	3.41	1754208	113693	123959	129947	77771	165091	228080	219713	201135	215378	168397	81341	29703	6.48	7.07	7.41	4.43	9.41	13	12.52	11.47	12.28	9.6	4.64	1.69	1009212	116741	892471	11.57	88.43
"17"	"04000US17"	"Illinois"	"Illinois"	"il"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12741080	12741080	10532212	7760732	1759316	17215	711970	2887	24310	255782	2208868	1374413	33763	18631	5968	2430	688468	85195	82.66	60.91	13.81	0.14	5.59	0.02	0.19	2.01	17.34	10.79	0.26	0.15	0.05	0.02	5.4	0.67	12741080	9135145	1793079	35846	717938	5317	712778	340977	71.7	14.07	0.28	5.63	0.04	5.59	2.68	6662825	6294086	368739	94.47	5.53	12741080	10949767	1791313	926873	864440	85.94	14.06	7.27	6.78	12741080	759456	762237	838140	495969	1178902	1765517	1644390	1636054	1669867	1143329	587651	259568	5.96	5.98	6.58	3.89	9.25	13.86	12.91	12.84	13.11	8.97	4.61	2.04	7703754	881959	6821795	11.45	88.55
"18"	"04000US18"	"Indiana"	"Indiana"	"in"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6691878	6691878	6219459	5266285	628603	10560	152940	3249	15103	142719	472419	273642	8674	3480	1280	221	147200	37922	92.94	78.7	9.39	0.16	2.29	0.05	0.23	2.13	7.06	4.09	0.13	0.05	0.02	0	2.2	0.57	6691878	5539927	637277	14040	154220	3470	162303	180641	82.79	9.52	0.21	2.3	0.05	2.43	2.7	3388035	3238769	149266	95.59	4.41	6691878	6337530	354348	144767	209581	94.7	5.3	2.16	3.13	6691878	417774	430155	451395	267733	656928	874246	826473	841750	874278	613699	310870	126577	6.24	6.43	6.75	4	9.82	13.06	12.35	12.58	13.06	9.17	4.65	1.89	3941891	497092	3444799	12.61	87.39
"19"	"04000US19"	"Iowa"	"Iowa"	"ia"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3156145	3156145	2964672	2695583	113562	9710	79643	2945	4000	59229	191473	150516	1575	1784	328	518	26713	10039	93.93	85.41	3.6	0.31	2.52	0.09	0.13	1.88	6.07	4.77	0.05	0.06	0.01	0.02	0.85	0.32	3156145	2846099	115137	11494	79971	3463	30713	69268	90.18	3.65	0.36	2.53	0.11	0.97	2.19	1676716	1615999	60717	96.38	3.62	3156145	2981008	175137	68344	106793	94.45	5.55	2.17	3.38	3156145	197883	197454	215222	122830	317964	394507	383617	369396	419454	299333	162869	75616	6.27	6.26	6.82	3.89	10.07	12.5	12.15	11.7	13.29	9.48	5.16	2.4	1820730	209679	1611051	11.52	88.48
"20"	"04000US20"	"Kansas"	"Kansas"	"ks"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2911510	2911510	2563067	2201742	163132	21136	81824	2562	1963	90708	348443	245081	8009	5693	620	367	71330	17343	88.03	75.62	5.6	0.73	2.81	0.09	0.07	3.12	11.97	8.42	0.28	0.2	0.02	0.01	2.45	0.6	2911510	2446823	171141	26829	82444	2929	73293	108051	84.04	5.88	0.92	2.83	0.1	2.52	3.71	1499747	1442550	57197	96.19	3.81	2911510	2702148	209362	83900	125462	92.81	7.19	2.88	4.31	2911510	186990	190475	208695	118991	294933	376422	359447	339683	373683	264050	134355	63786	6.42	6.54	7.17	4.09	10.13	12.93	12.35	11.67	12.83	9.07	4.61	2.19	1690716	199678	1491038	11.81	88.19
"21"	"04000US21"	"Kentucky"	"Kentucky"	"ky"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4468402	4468402	4306896	3776055	349542	6878	64830	4003	8661	96927	161506	98968	5219	1592	470	940	43226	11091	96.39	84.51	7.82	0.15	1.45	0.09	0.19	2.17	3.61	2.21	0.12	0.04	0.01	0.02	0.97	0.25	4468402	3875023	354761	8470	65300	4943	51887	108018	86.72	7.94	0.19	1.46	0.11	1.16	2.42	2105668	1995789	109879	94.78	5.22	4468402	4299056	169346	68807	100539	96.21	3.79	1.54	2.25	4468402	273489	279978	285833	168481	421207	579520	553107	575373	600022	435465	217279	78648	6.12	6.27	6.4	3.77	9.43	12.97	12.38	12.88	13.43	9.75	4.86	1.76	2635871	432210	2203661	16.4	83.6
"22"	"04000US22"	"Louisiana"	"Louisiana"	"la"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4659978	4659978	4420024	2720774	1499008	22714	74845	606	10835	91242	239954	156341	10399	2943	1410	527	54531	13803	94.85	58.39	32.17	0.49	1.61	0.01	0.23	1.96	5.15	3.35	0.22	0.06	0.03	0.01	1.17	0.3	4659978	2877115	1509407	25657	76255	1133	65366	105045	61.74	32.39	0.55	1.64	0.02	1.4	2.25	2152802	2015672	137130	93.63	6.37	4659978	4464951	195027	77832	117195	95.81	4.19	1.67	2.51	4659978	301857	297439	317930	180359	436660	645255	589714	567313	602841	434897	211869	73844	6.48	6.38	6.82	3.87	9.37	13.85	12.65	12.17	12.94	9.33	4.55	1.58	2747404	473689	2273715	17.24	82.76
"23"	"04000US23"	"Maine"	"Maine"	"me"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1338404	1338404	1315993	1245001	18501	8204	15356	89	1315	27527	22411	16452	453	362	327	376	1949	2492	98.33	93.02	1.38	0.61	1.15	0.01	0.1	2.06	1.67	1.23	0.03	0.03	0.02	0.03	0.15	0.19	1338404	1261453	18954	8566	15683	465	3264	30019	94.25	1.42	0.64	1.17	0.03	0.24	2.24	703405	678540	24865	96.47	3.53	1338404	1290986	47418	24885	22533	96.46	3.54	1.86	1.68	1338404	63410	67860	72549	44733	106470	159944	153436	180466	213467	163953	77267	34849	4.74	5.07	5.42	3.34	7.95	11.95	11.46	13.48	15.95	12.25	5.77	2.6	793679	92402	701277	11.64	88.36
"24"	"04000US24"	"Maryland"	"Maryland"	"md"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6042718	6042718	5414283	3035148	1782090	9701	376805	2263	25852	182424	628435	269899	28795	3732	2180	5048	278190	40591	89.6	50.23	29.49	0.16	6.24	0.04	0.43	3.02	10.4	4.47	0.48	0.06	0.04	0.08	4.6	0.67	6042718	3305047	1810885	13433	378985	7311	304042	223015	54.69	29.97	0.22	6.27	0.12	5.03	3.69	3251246	3090469	160777	95.05	4.95	6042718	5127527	915191	489731	425460	84.85	15.15	8.1	7.04	6042718	361435	364571	385477	226872	537024	826526	775079	822740	811953	546442	276084	108515	5.98	6.03	6.38	3.75	8.89	13.68	12.83	13.62	13.44	9.04	4.57	1.8	3674160	309534	3364626	8.42	91.58
"25"	"04000US25"	"Massachusetts"	"Massachusetts"	"ma"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6902149	6902149	6055369	4882418	483673	10754	468665	2185	53791	153883	846780	452757	53850	5444	3738	590	249540	80861	87.73	70.74	7.01	0.16	6.79	0.03	0.78	2.23	12.27	6.56	0.78	0.08	0.05	0.01	3.62	1.17	6902149	5335175	537523	16198	472403	2775	303331	234744	77.3	7.79	0.23	6.84	0.04	4.39	3.4	3803704	3622984	180720	95.25	4.75	6902149	5704001	1198148	643642	554506	82.64	17.36	9.33	8.03	6902149	357223	369278	392598	248027	702295	990332	842140	921551	941164	656546	327266	153729	5.18	5.35	5.69	3.59	10.18	14.35	12.2	13.35	13.64	9.51	4.74	2.23	4216709	399979	3816730	9.49	90.51
"26"	"04000US26"	"Michigan"	"Michigan"	"mi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	9995915	9995915	9478534	7476047	1363183	46417	324358	3290	14443	250796	517381	349238	13568	6595	1470	617	104024	41869	94.82	74.79	13.64	0.46	3.24	0.03	0.14	2.51	5.18	3.49	0.14	0.07	0.01	0.01	1.04	0.42	9995915	7825285	1376751	53012	325828	3907	118467	292665	78.28	13.77	0.53	3.26	0.04	1.19	2.93	4973988	4708456	265532	94.66	5.34	9995915	9300698	695217	372793	322424	93.04	6.96	3.73	3.23	9995915	569183	587011	619055	389016	961804	1291353	1165562	1290759	1401719	1009186	506974	204293	5.69	5.87	6.19	3.89	9.62	12.92	11.66	12.91	14.02	10.1	5.07	2.04	5970889	809606	5161283	13.56	86.44
"27"	"04000US27"	"Minnesota"	"Minnesota"	"mn"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5611179	5611179	5303166	4455388	362419	54989	271051	2025	8194	149100	308013	173987	5234	5994	2075	371	94620	25732	94.51	79.4	6.46	0.98	4.83	0.04	0.15	2.66	5.49	3.1	0.09	0.11	0.04	0.01	1.69	0.46	5611179	4629375	367653	60983	273126	2396	102814	174832	82.5	6.55	1.09	4.87	0.04	1.83	3.12	3078157	2973535	104622	96.6	3.4	5611179	5126987	484192	255008	229184	91.37	8.63	4.54	4.08	5611179	354932	360713	370367	216035	499903	759541	714967	689680	756407	510486	262775	115373	6.33	6.43	6.6	3.85	8.91	13.54	12.74	12.29	13.48	9.1	4.68	2.06	3350050	314521	3035529	9.39	90.61
"28"	"04000US28"	"Mississippi"	"Mississippi"	"ms"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2986530	2986530	2899404	1684276	1130353	12675	25819	1179	4320	40782	87126	51179	5246	559	323	193	25458	4168	97.08	56.4	37.85	0.42	0.86	0.04	0.14	1.37	2.92	1.71	0.18	0.02	0.01	0.01	0.85	0.14	2986530	1735455	1135599	13234	26142	1372	29778	44950	58.11	38.02	0.44	0.88	0.05	1	1.51	1326206	1231410	94796	92.85	7.15	2986530	2915670	70860	26595	44265	97.63	2.37	0.89	1.48	2986530	177761	191591	216172	120198	303525	379027	380696	359664	383473	284356	143707	46360	5.95	6.42	7.24	4.02	10.16	12.69	12.75	12.04	12.84	9.52	4.81	1.55	1730365	317656	1412709	18.36	81.64
"29"	"04000US29"	"Missouri"	"Missouri"	"mo"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6126452	6126452	5872978	4857174	698641	23149	120440	7095	9832	156647	253474	178023	5686	4556	977	290	46725	17217	95.86	79.28	11.4	0.38	1.97	0.12	0.16	2.56	4.14	2.91	0.09	0.07	0.02	0	0.76	0.28	6126452	5035197	704327	27705	121417	7385	56557	173864	82.19	11.5	0.45	1.98	0.12	0.92	2.84	3049456	2921599	127857	95.81	4.19	6126452	5868062	258390	127336	131054	95.78	4.22	2.08	2.14	6126452	370408	373737	401199	232382	565939	819132	742343	753354	832884	596623	313646	124805	6.05	6.1	6.55	3.79	9.24	13.37	12.12	12.3	13.59	9.74	5.12	2.04	3598015	457081	3140934	12.7	87.3
"30"	"04000US30"	"Montana"	"Montana"	"mt"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1062305	1062305	1020700	912200	4899	65452	8474	929	980	27766	41605	29238	157	2561	43	61	4848	4697	96.08	85.87	0.46	6.16	0.8	0.09	0.09	2.61	3.92	2.75	0.01	0.24	0	0.01	0.46	0.44	1062305	941438	5056	68013	8517	990	5828	32463	88.62	0.48	6.4	0.8	0.09	0.55	3.06	542061	523058	19003	96.49	3.51	1062305	1038939	23366	13568	9798	97.8	2.2	1.28	0.92	1062305	61688	61732	67916	38629	96579	133976	128663	121090	151793	121055	58431	20753	5.81	5.81	6.39	3.64	9.09	12.61	12.11	11.4	14.29	11.4	5.5	1.95	617185	80695	536490	13.07	86.93
"31"	"04000US31"	"Nebraska"	"Nebraska"	"ne"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1929268	1929268	1714785	1515261	89377	14471	45534	800	2330	47012	214483	151729	1844	4084	245	489	44143	11949	88.88	78.54	4.63	0.75	2.36	0.04	0.12	2.44	11.12	7.86	0.1	0.21	0.01	0.03	2.29	0.62	1929268	1666990	91221	18555	45779	1289	46473	58961	86.41	4.73	0.96	2.37	0.07	2.41	3.06	1035219	999347	35872	96.53	3.47	1929268	1790315	138953	55596	83357	92.8	7.2	2.88	4.32	1929268	131156	129861	136769	77100	187942	256755	244896	218816	241975	172853	89193	41952	6.8	6.73	7.09	4	9.74	13.31	12.69	11.34	12.54	8.96	4.62	2.17	1117462	124121	993341	11.11	88.89
"32"	"04000US32"	"Nevada"	"Nevada"	"nv"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3034392	3034392	2153247	1469593	266440	30185	244471	18249	11810	112499	881145	455383	13945	14481	5666	1363	346976	43331	70.96	48.43	8.78	0.99	8.06	0.6	0.39	3.71	29.04	15.01	0.46	0.48	0.19	0.04	11.43	1.43	3034392	1924976	280385	44666	250137	19612	358786	155830	63.44	9.24	1.47	8.24	0.65	11.82	5.14	1531366	1446090	85276	94.43	5.57	3034392	2446706	587686	302223	285463	80.63	19.37	9.96	9.41	3034392	184539	188880	201625	114176	248598	442713	405128	396167	377446	291996	138844	44280	6.08	6.22	6.64	3.76	8.19	14.59	13.35	13.06	12.44	9.62	4.58	1.46	1843913	221065	1622848	11.99	88.01
"33"	"04000US33"	"New Hampshire"	"New Hampshire"	"nh"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1356458	1356458	1303810	1217767	18950	3538	35901	473	1860	25321	52648	36164	4482	24	147	42	7153	4636	96.12	89.78	1.4	0.26	2.65	0.03	0.14	1.87	3.88	2.67	0.33	0	0.01	0	0.53	0.34	1356458	1253931	23432	3562	36048	515	9013	29957	92.44	1.73	0.26	2.66	0.04	0.66	2.21	755907	729001	26906	96.44	3.56	1356458	1273456	83002	51020	31982	93.88	6.12	3.76	2.36	1356458	62857	68935	76872	49464	127582	167822	154965	189718	213087	146599	67733	30824	4.63	5.08	5.67	3.65	9.41	12.37	11.42	13.99	15.71	10.81	4.99	2.27	822986	60301	762685	7.33	92.67
"34"	"04000US34"	"New Jersey"	"New Jersey"	"nj"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8908520	8908520	7069161	4864534	1137645	8921	861223	1777	40261	154800	1839359	1092005	70350	12210	6990	1132	564073	92599	79.35	54.61	12.77	0.1	9.67	0.02	0.45	1.74	20.65	12.26	0.79	0.14	0.08	0.01	6.33	1.04	8908520	5956539	1207995	21131	868213	2909	604334	247399	66.86	13.56	0.24	9.75	0.03	6.78	2.78	4718206	4487823	230383	95.12	4.88	8908520	6875228	2033292	1193732	839560	77.18	22.82	13.4	9.42	8908520	517694	517905	573092	342314	768272	1151093	1147591	1233599	1218671	812353	430178	195758	5.81	5.81	6.43	3.84	8.62	12.92	12.88	13.85	13.68	9.12	4.83	2.2	5407136	456017	4951119	8.43	91.57
"35"	"04000US35"	"New Mexico"	"New Mexico"	"nm"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2095428	2095428	1066199	773039	39940	183944	31807	2030	3662	31777	1029229	826899	6124	16715	2348	435	141299	35409	50.88	36.89	1.91	8.78	1.52	0.1	0.17	1.52	49.12	39.46	0.29	0.8	0.11	0.02	6.74	1.69	2095428	1599938	46064	200659	34155	2465	144961	67186	76.35	2.2	9.58	1.63	0.12	6.92	3.21	931954	875151	56803	93.9	6.1	2095428	1896906	198522	81684	116838	90.53	9.47	3.9	5.58	2095428	118494	127795	151078	82870	198710	279153	256261	239928	272659	221209	106536	40735	5.65	6.1	7.21	3.95	9.48	13.32	12.23	11.45	13.01	10.56	5.08	1.94	1217540	227009	990531	18.64	81.36
