"FIPS"	"File identification"	"State Postal Abbreviation"	"Summary Level"	"Geographic Component"	"Logical Record Number"	"US"	"Census Region"	"Census Division"	"State (Census Code)"	"State (FIPS Code)"	"County of current residence"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (Census)"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Statistical Area-Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Area"	"New England City and Town Combined Statistical Area"	"New England City and Town Area Division"	"Urban Area"	"Current Congressional District 116"	"State Legislative District Upper"	"State Legislative District Lower"	"5-digit ZIP Code Tabulation Area"	"Subminor Civil Division (FIPS)"	"State-School District (Elementary)"	"State-School District (Secondary)"	"State-School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Public Use Microdata Area - 5% File"	"Area Name"	"Tribal Tract"	"Tribal Block Group"	"Qualified Area Name"	"Total Population"	"Total Population"	"Total Population: Not Hispanic or Latino"	"Total Population: Not Hispanic or Latino: White Alone"	"Total Population: Not Hispanic or Latino: Black or African American Alone"	"Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Not Hispanic or Latino: Asian Alone"	"Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Not Hispanic or Latino: Some Other Race Alone"	"Total Population: Not Hispanic or Latino: Two or More Races"	"Total Population: Hispanic or Latino"	"Total Population: Hispanic or Latino: White Alone"	"Total Population: Hispanic or Latino: Black or African American Alone"	"Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Hispanic or Latino: Asian Alone"	"Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Hispanic or Latino: Some Other Race Alone"	"Total Population: Hispanic or Latino: Two or More Races"	"% Total Population: Not Hispanic or Latino"	"% Total Population: Not Hispanic or Latino: White Alone"	"% Total Population: Not Hispanic or Latino: Black or African American Alone"	"% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Not Hispanic or Latino: Asian Alone"	"% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Not Hispanic or Latino: Some Other Race Alone"	"% Total Population: Not Hispanic or Latino: Two or More Races"	"% Total Population: Hispanic or Latino"	"% Total Population: Hispanic or Latino: White Alone"	"% Total Population: Hispanic or Latino: Black or African American Alone"	"% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Hispanic or Latino: Asian Alone"	"% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Hispanic or Latino: Some Other Race Alone"	"% Total Population: Hispanic or Latino: Two or More Races"	"Total Population:"	"Total Population: White Alone"	"Total Population: Black or African American Alone"	"Total Population: American Indian and Alaska Native Alone"	"Total Population: Asian Alone"	"Total Population: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Some Other Race Alone"	"Total Population: Two or More Races"	"% Total Population: White Alone"	"% Total Population: Black or African American Alone"	"% Total Population: American Indian and Alaska Native Alone"	"% Total Population: Asian Alone"	"% Total Population: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Some Other Race Alone"	"% Total Population: Two or More Races"	"Civilian Population in Labor Force 16 Years and Over:"	"Civilian Population in Labor Force 16 Years and Over: Employed"	"Civilian Population in Labor Force 16 Years and Over: Unemployed"	"% Civilian Population in Labor Force 16 Years and Over: Employed"	"% Civilian Population in Labor Force 16 Years and Over: Unemployed"	"Total Population:"	"Total Population: Native Born"	"Total Population: Foreign Born"	"Total Population: Foreign Born: Naturalized Citizen"	"Total Population: Foreign Born: Not a Citizen"	"% Total Population: Native Born"	"% Total Population: Foreign Born"	"% Total Population: Foreign Born: Naturalized Citizen"	"% Total Population: Foreign Born: Not a Citizen"	"Total Population:"	"Total Population: Under 5 Years"	"Total Population: 5 to 9 Years"	"Total Population: 10 to 14 Years"	"Total Population: 15 to 17 Years"	"Total Population: 18 to 24 Years"	"Total Population: 25 to 34 Years"	"Total Population: 35 to 44 Years"	"Total Population: 45 to 54 Years"	"Total Population: 55 to 64 Years"	"Total Population: 65 to 74 Years"	"Total Population: 75 to 84 Years"	"Total Population: 85 Years and Over"	"% Total Population: Under 5 Years"	"% Total Population: 5 to 9 Years"	"% Total Population: 10 to 14 Years"	"% Total Population: 15 to 17 Years"	"% Total Population: 18 to 24 Years"	"% Total Population: 25 to 34 Years"	"% Total Population: 35 to 44 Years"	"% Total Population: 45 to 54 Years"	"% Total Population: 55 to 64 Years"	"% Total Population: 65 to 74 Years"	"% Total Population: 75 to 84 Years"	"% Total Population: 85 Years and Over"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined:"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level"	"% Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty"	"% Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level"
"12"	"ACSSF"	"FL"	40	0	1	.	.	.	.	12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Florida"	.	.	"Florida"	21477737	21477737	15814108	11378457	3272904	42758	587358	13927	82214	436490	5663629	4631622	168158	16800	12441	2235	637311	195062	73.63	52.98	15.24	0.2	2.73	0.06	0.38	2.03	26.37	21.56	0.78	0.08	0.06	0.01	2.97	0.91	21477737	16010079	3441062	59558	599799	16162	719525	631552	74.54	16.02	0.28	2.79	0.08	3.35	2.94	10429967	9958518	471449	95.48	4.52	21477737	16951309	4526428	2597783	1928645	78.93	21.07	12.1	8.98	21477737	1131148	1123648	1258247	718912	1761280	2768060	2612250	2708234	2897760	2463083	1474050	561065	5.27	5.23	5.86	3.35	8.2	12.89	12.16	12.61	13.49	11.47	6.86	2.61	12465929	1452459	11013470	11.65	88.35
"13"	"ACSSF"	"GA"	40	0	1	.	.	.	.	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Georgia"	.	.	"Georgia"	10617423	10617423	9574781	5502156	3348754	19850	435875	5811	36739	225596	1042642	629543	42214	22466	3541	1136	284917	58825	90.18	51.82	31.54	0.19	4.11	0.05	0.35	2.12	9.82	5.93	0.4	0.21	0.03	0.01	2.68	0.55	10617423	6131699	3390968	42316	439416	6947	321656	284421	57.75	31.94	0.4	4.14	0.07	3.03	2.68	5254134	5002153	251981	95.2	4.8	10617423	9525543	1091880	502733	589147	89.72	10.28	4.73	5.55	10617423	639713	678013	758925	426378	1034172	1458596	1401934	1397014	1299486	933722	444890	144580	6.03	6.39	7.15	4.02	9.74	13.74	13.2	13.16	12.24	8.79	4.19	1.36	6377290	757136	5620154	11.87	88.13
"15"	"ACSSF"	"HI"	40	0	1	.	.	.	.	15	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Hawaii"	.	.	"Hawaii"	1415872	1415872	1265008	305020	25195	3133	539409	140656	3631	247964	150864	36191	1728	2996	8434	11945	21066	68504	89.34	21.54	1.78	0.22	38.1	9.93	0.26	17.51	10.66	2.56	0.12	0.21	0.6	0.84	1.49	4.84	1415872	341211	26923	6129	547843	152601	24697	316468	24.1	1.9	0.43	38.69	10.78	1.74	22.35	698880	671768	27112	96.12	3.88	1415872	1142860	273012	160962	112050	80.72	19.28	11.37	7.91	1415872	85335	84466	82606	47780	119017	195781	185133	168179	178105	153238	78564	37668	6.03	5.97	5.83	3.37	8.41	13.83	13.08	11.88	12.58	10.82	5.55	2.66	818415	69228	749187	8.46	91.54
"16"	"ACSSF"	"ID"	40	0	1	.	.	.	.	16	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Idaho"	.	.	"Idaho"	1787065	1787065	1557571	1458027	12349	18354	24186	2289	2487	39879	229494	138891	359	4513	1783	186	64941	18821	87.16	81.59	0.69	1.03	1.35	0.13	0.14	2.23	12.84	7.77	0.02	0.25	0.1	0.01	3.63	1.05	1787065	1596918	12708	22867	25969	2475	67428	58700	89.36	0.71	1.28	1.45	0.14	3.77	3.28	877350	848223	29127	96.68	3.32	1787065	1683953	103112	44416	58696	94.23	5.77	2.49	3.28	1787065	115837	125134	129492	78892	166713	234800	225804	202347	219429	174120	86347	28150	6.48	7	7.25	4.41	9.33	13.14	12.64	11.32	12.28	9.74	4.83	1.58	1028622	118285	910337	11.5	88.5
"17"	"ACSSF"	"IL"	40	0	1	.	.	.	.	17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Illinois"	.	.	"Illinois"	12671821	12671821	10455521	7690980	1759293	12938	710119	2897	22113	257181	2216300	1353079	30919	19662	7873	1614	708401	94752	82.51	60.69	13.88	0.1	5.6	0.02	0.17	2.03	17.49	10.68	0.24	0.16	0.06	0.01	5.59	0.75	12671821	9044059	1790212	32600	717992	4511	730514	351933	71.37	14.13	0.26	5.67	0.04	5.76	2.78	6606716	6286647	320069	95.16	4.84	12671821	10905329	1766492	952604	813888	86.06	13.94	7.52	6.42	12671821	742404	752856	823249	496170	1162448	1748323	1641179	1602369	1657462	1182015	609326	254020	5.86	5.94	6.5	3.92	9.17	13.8	12.95	12.65	13.08	9.33	4.81	2	7619693	814173	6805520	10.69	89.31
"18"	"ACSSF"	"IN"	40	0	1	.	.	.	.	18	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Indiana"	.	.	"Indiana"	6732219	6732219	6246665	5272268	632503	11852	169824	2726	14484	143008	485554	299631	10602	6564	742	528	136212	31275	92.79	78.31	9.4	0.18	2.52	0.04	0.22	2.12	7.21	4.45	0.16	0.1	0.01	0.01	2.02	0.46	6732219	5571899	643105	18416	170566	3254	150696	174283	82.76	9.55	0.27	2.53	0.05	2.24	2.59	3414811	3272727	142084	95.84	4.16	6732219	6373621	358598	150567	208031	94.67	5.33	2.24	3.09	6732219	414553	413125	469734	270009	662783	886319	825768	827420	878036	637375	319196	127901	6.16	6.14	6.98	4.01	9.84	13.17	12.27	12.29	13.04	9.47	4.74	1.9	3947058	464795	3482263	11.78	88.22
"19"	"ACSSF"	"IA"	40	0	1	.	.	.	.	19	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Iowa"	.	.	"Iowa"	3155070	3155070	2957588	2684701	125861	9771	75672	1406	3158	57019	197482	150835	3474	2066	462	623	28793	11229	93.74	85.09	3.99	0.31	2.4	0.04	0.1	1.81	6.26	4.78	0.11	0.07	0.01	0.02	0.91	0.36	3155070	2835536	129335	11837	76134	2029	31951	68248	89.87	4.1	0.38	2.41	0.06	1.01	2.16	1680913	1618556	62357	96.29	3.71	3155070	2977301	177769	82451	95318	94.37	5.63	2.61	3.02	3155070	190606	205431	204137	121656	310236	400299	392097	358447	418586	311643	165190	76742	6.04	6.51	6.47	3.86	9.83	12.69	12.43	11.36	13.27	9.88	5.24	2.43	1817536	210268	1607268	11.57	88.43
"20"	"ACSSF"	"KS"	40	0	1	.	.	.	.	20	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Kansas"	.	.	"Kansas"	2913314	2913314	2558510	2196485	161482	19238	85643	2092	4072	89498	354804	240417	5755	4622	1375	361	83001	19273	87.82	75.39	5.54	0.66	2.94	0.07	0.14	3.07	12.18	8.25	0.2	0.16	0.05	0.01	2.85	0.66	2913314	2436902	167237	23860	87018	2453	87073	108771	83.65	5.74	0.82	2.99	0.08	2.99	3.73	1512483	1455746	56737	96.25	3.75	2913314	2704414	208900	85891	123009	92.83	7.17	2.95	4.22	2913314	183236	196962	203308	116795	294932	377373	362905	327291	372516	274666	140129	63201	6.29	6.76	6.98	4.01	10.12	12.95	12.46	11.23	12.79	9.43	4.81	2.17	1680284	188745	1491539	11.23	88.77
"21"	"ACSSF"	"KY"	40	0	1	.	.	.	.	21	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Kentucky"	.	.	"Kentucky"	4467673	4467673	4299656	3762699	357789	6894	72276	3903	6168	89927	168017	110992	5378	1432	811	309	34864	14231	96.24	84.22	8.01	0.15	1.62	0.09	0.14	2.01	3.76	2.48	0.12	0.03	0.02	0.01	0.78	0.32	4467673	3873691	363167	8326	73087	4212	41032	104158	86.7	8.13	0.19	1.64	0.09	0.92	2.33	2098310	1997773	100537	95.21	4.79	4467673	4271055	196618	83406	113212	95.6	4.4	1.87	2.53	4467673	273130	264938	292075	171682	417406	576692	556896	562400	597895	454932	222988	76639	6.11	5.93	6.54	3.84	9.34	12.91	12.47	12.59	13.38	10.18	4.99	1.72	2618259	406298	2211961	15.52	84.48
"22"	"ACSSF"	"LA"	40	0	1	.	.	.	.	22	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Louisiana"	.	.	"Louisiana"	4648794	4648794	4398591	2707712	1494358	24272	81016	938	11477	78818	250203	167072	9659	4289	490	33	54411	14249	94.62	58.25	32.15	0.52	1.74	0.02	0.25	1.7	5.38	3.59	0.21	0.09	0.01	0	1.17	0.31	4648794	2874784	1504017	28561	81506	971	65888	93067	61.84	32.35	0.61	1.75	0.02	1.42	2	2158336	2040325	118011	94.53	5.47	4648794	4452219	196575	81975	114600	95.77	4.23	1.76	2.47	4648794	292977	298089	317155	176665	423707	643422	606785	544724	603076	446721	220113	75360	6.3	6.41	6.82	3.8	9.11	13.84	13.05	11.72	12.97	9.61	4.73	1.62	2725038	473426	2251612	17.37	82.63
"23"	"ACSSF"	"ME"	40	0	1	.	.	.	.	23	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Maine"	.	.	"Maine"	1344212	1344212	1321145	1247719	20542	8949	15094	222	2502	26117	23067	15568	1441	470	229	0	2940	2419	98.28	92.82	1.53	0.67	1.12	0.02	0.19	1.94	1.72	1.16	0.11	0.03	0.02	0	0.22	0.18	1344212	1263287	21983	9419	15323	222	5442	28536	93.98	1.64	0.7	1.14	0.02	0.4	2.12	708884	684413	24471	96.55	3.45	1344212	1291800	52412	31039	21373	96.1	3.9	2.31	1.59	1344212	62813	64874	72870	45796	106707	164231	153615	176429	210899	169556	81769	34653	4.67	4.83	5.42	3.41	7.94	12.22	11.43	13.13	15.69	12.61	6.08	2.58	789793	85515	704278	10.83	89.17
"24"	"ACSSF"	"MD"	40	0	1	.	.	.	.	24	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Maryland"	.	.	"Maryland"	6045680	6045680	5402509	3011980	1798416	14884	383867	2297	18960	172105	643171	284929	31643	4280	2327	156	286383	33453	89.36	49.82	29.75	0.25	6.35	0.04	0.31	2.85	10.64	4.71	0.52	0.07	0.04	0	4.74	0.55	6045680	3296909	1830059	19164	386194	2453	305343	205558	54.53	30.27	0.32	6.39	0.04	5.05	3.4	3246226	3098870	147356	95.46	4.54	6045680	5116249	929431	481965	447466	84.63	15.37	7.97	7.4	6045680	358346	359505	390637	223799	529535	820575	786924	795954	820518	564533	281807	113547	5.93	5.95	6.46	3.7	8.76	13.57	13.02	13.17	13.57	9.34	4.66	1.88	3654573	301851	3352722	8.26	91.74
"25"	"ACSSF"	"MA"	40	0	1	.	.	.	.	25	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Massachusetts"	.	.	"Massachusetts"	6892503	6892503	6038768	4846166	489592	13013	470127	2473	57348	160049	853735	459219	54037	4862	2768	525	241914	90410	87.61	70.31	7.1	0.19	6.82	0.04	0.83	2.32	12.39	6.66	0.78	0.07	0.04	0.01	3.51	1.31	6892503	5305385	543629	17875	472895	2998	299262	250459	76.97	7.89	0.26	6.86	0.04	4.34	3.63	3852055	3700243	151812	96.06	3.94	6892503	5702311	1190192	651579	538613	82.73	17.27	9.45	7.81	6892503	355066	355521	395607	245583	690150	992607	849654	894405	941617	676157	336202	159934	5.15	5.16	5.74	3.56	10.01	14.4	12.33	12.98	13.66	9.81	4.88	2.32	4191144	368146	3822998	8.78	91.22
"26"	"ACSSF"	"MI"	40	0	1	.	.	.	.	26	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Michigan"	.	.	"Michigan"	9986857	9986857	9460884	7457021	1350329	52365	325616	1900	10364	263289	525973	355144	20740	5420	1614	178	103826	39051	94.73	74.67	13.52	0.52	3.26	0.02	0.1	2.64	5.27	3.56	0.21	0.05	0.02	0	1.04	0.39	9986857	7812165	1371069	57785	327230	2078	114190	302340	78.22	13.73	0.58	3.28	0.02	1.14	3.03	5005268	4755016	250252	95	5	9986857	9285932	700925	383083	317842	92.98	7.02	3.84	3.18	9986857	567914	578688	617636	378584	949408	1302017	1174029	1252699	1399473	1041813	510903	213693	5.69	5.79	6.18	3.79	9.51	13.04	11.76	12.54	14.01	10.43	5.12	2.14	5936313	753441	5182872	12.69	87.31
"27"	"ACSSF"	"MN"	40	0	1	.	.	.	.	27	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Minnesota"	.	.	"Minnesota"	5639632	5639632	5325415	4451938	362789	51930	283422	2618	12703	160015	314217	175650	7502	5484	2208	135	96670	26568	94.43	78.94	6.43	0.92	5.03	0.05	0.23	2.84	5.57	3.11	0.13	0.1	0.04	0	1.71	0.47	5639632	4627588	370291	57414	285630	2753	109373	186583	82.05	6.57	1.02	5.06	0.05	1.94	3.31	3109179	3010452	98727	96.82	3.18	5639632	5167401	472231	264456	207775	91.63	8.37	4.69	3.68	5639632	349621	361330	372737	218981	489751	765578	730399	672810	756934	533366	276534	111591	6.2	6.41	6.61	3.88	8.68	13.57	12.95	11.93	13.42	9.46	4.9	1.98	3345812	285246	3060566	8.53	91.47
"28"	"ACSSF"	"MS"	40	0	1	.	.	.	.	28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Mississippi"	.	.	"Mississippi"	2976149	2976149	2886006	1675524	1125175	13037	30836	175	3794	37465	90143	51446	5433	1597	318	0	25150	6199	96.97	56.3	37.81	0.44	1.04	0.01	0.13	1.26	3.03	1.73	0.18	0.05	0.01	0	0.85	0.21	2976149	1726970	1130608	14634	31154	175	28944	43664	58.03	37.99	0.49	1.05	0.01	0.97	1.47	1328569	1240752	87817	93.39	6.61	2976149	2912232	63917	28364	35553	97.85	2.15	0.95	1.19	2976149	179497	190277	211264	117382	298065	368227	379610	361557	383466	289064	143319	54421	6.03	6.39	7.1	3.94	10.02	12.37	12.76	12.15	12.88	9.71	4.82	1.83	1719268	309213	1410055	17.99	82.01
"29"	"ACSSF"	"MO"	40	0	1	.	.	.	.	29	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Missouri"	.	.	"Missouri"	6137428	6137428	5873094	4854400	697316	23140	126278	8469	12046	151445	264334	168539	5742	2376	876	1745	64248	20808	95.69	79.1	11.36	0.38	2.06	0.14	0.2	2.47	4.31	2.75	0.09	0.04	0.01	0.03	1.05	0.34	6137428	5022939	703058	25516	127154	10214	76294	172253	81.84	11.46	0.42	2.07	0.17	1.24	2.81	3058521	2942459	116062	96.21	3.79	6137428	5875381	262047	134410	127637	95.73	4.27	2.19	2.08	6137428	365451	380818	391770	234656	558571	823722	756709	730645	837143	609250	327032	121661	5.95	6.2	6.38	3.82	9.1	13.42	12.33	11.9	13.64	9.93	5.33	1.98	3591387	449631	3141756	12.52	87.48
"30"	"ACSSF"	"MT"	40	0	1	.	.	.	.	30	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Montana"	.	.	"Montana"	1068778	1068778	1028450	916551	6167	64628	8675	224	1358	30847	40328	23872	1620	2975	252	0	5939	5670	96.23	85.76	0.58	6.05	0.81	0.02	0.13	2.89	3.77	2.23	0.15	0.28	0.02	0	0.56	0.53	1068778	940423	7787	67603	8927	224	7297	36517	87.99	0.73	6.33	0.84	0.02	0.68	3.42	542265	520261	22004	95.94	4.06	1068778	1043710	25068	14456	10612	97.65	2.35	1.35	0.99	1068778	58850	61823	67783	38068	100304	133119	132472	117178	151272	126488	60461	20960	5.51	5.78	6.34	3.56	9.38	12.46	12.39	10.96	14.15	11.83	5.66	1.96	619107	81499	537608	13.16	86.84
"31"	"ACSSF"	"NE"	40	0	1	.	.	.	.	31	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Nebraska"	.	.	"Nebraska"	1934408	1934408	1714936	1515756	92057	14464	47389	1733	1110	42427	219472	151007	2602	4500	351	117	49939	10956	88.65	78.36	4.76	0.75	2.45	0.09	0.06	2.19	11.35	7.81	0.13	0.23	0.02	0.01	2.58	0.57	1934408	1666763	94659	18964	47740	1850	51049	53383	86.16	4.89	0.98	2.47	0.1	2.64	2.76	1043090	1008957	34133	96.73	3.27	1934408	1791940	142468	59681	82787	92.64	7.36	3.09	4.28	1934408	129551	131863	136832	76850	187542	257931	243052	216099	242393	179065	91842	41388	6.7	6.82	7.07	3.97	9.7	13.33	12.56	11.17	12.53	9.26	4.75	2.14	1113692	110313	1003379	9.91	90.09
"32"	"ACSSF"	"NV"	40	0	1	.	.	.	.	32	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Nevada"	.	.	"Nevada"	3080156	3080156	2179557	1473587	285369	27771	256708	20153	11965	104004	900599	515529	10815	14655	4451	2434	312511	40204	70.76	47.84	9.26	0.9	8.33	0.65	0.39	3.38	29.24	16.74	0.35	0.48	0.14	0.08	10.15	1.31	3080156	1989116	296184	42426	261159	22587	324476	144208	64.58	9.62	1.38	8.48	0.73	10.53	4.68	1558868	1479868	79000	94.93	5.07	3080156	2469504	610652	309276	301376	80.17	19.83	10.04	9.78	3080156	184168	185324	206681	114564	252953	449055	410321	396104	382767	305843	149584	42792	5.98	6.02	6.71	3.72	8.21	14.58	13.32	12.86	12.43	9.93	4.86	1.39	1864922	217530	1647392	11.66	88.34
"33"	"ACSSF"	"NH"	40	0	1	.	.	.	.	33	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"New Hampshire"	.	.	"New Hampshire"	1359711	1359711	1305529	1219067	19469	1524	35761	667	1433	27608	54182	39509	2531	203	46	46	9250	2597	96.02	89.66	1.43	0.11	2.63	0.05	0.11	2.03	3.98	2.91	0.19	0.01	0	0	0.68	0.19	1359711	1258576	22000	1727	35807	713	10683	30205	92.56	1.62	0.13	2.63	0.05	0.79	2.22	758102	735493	22609	97.02	2.98	1359711	1272805	86906	49606	37300	93.61	6.39	3.65	2.74	1359711	64200	67001	76710	48109	123941	170730	158985	182129	214759	152050	72230	28867	4.72	4.93	5.64	3.54	9.12	12.56	11.69	13.39	15.79	11.18	5.31	2.12	821436	62801	758635	7.65	92.35
"34"	"ACSSF"	"NJ"	40	0	1	.	.	.	.	34	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"New Jersey"	.	.	"New Jersey"	8882190	8882190	7025345	4824866	1124643	9261	849020	2714	47706	167135	1856845	1139429	79200	9179	7541	540	523662	97294	79.09	54.32	12.66	0.1	9.56	0.03	0.54	1.88	20.91	12.83	0.89	0.1	0.08	0.01	5.9	1.1	8882190	5964295	1203843	18440	856561	3254	571368	264429	67.15	13.55	0.21	9.64	0.04	6.43	2.98	4717175	4496699	220476	95.33	4.67	8882190	6807504	2074686	1212002	862684	76.64	23.36	13.65	9.71	8882190	511925	524592	563204	338303	752937	1148458	1144104	1199976	1223616	837002	444063	194010	5.76	5.91	6.34	3.81	8.48	12.93	12.88	13.51	13.78	9.42	5	2.18	5362866	435891	4926975	8.13	91.87
"35"	"ACSSF"	"NM"	40	0	1	.	.	.	.	35	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"New Mexico"	.	.	"New Mexico"	2096829	2096829	1063879	770678	39742	181772	33694	629	3788	33576	1032950	779275	8595	17569	2855	295	185493	38868	50.74	36.75	1.9	8.67	1.61	0.03	0.18	1.6	49.26	37.16	0.41	0.84	0.14	0.01	8.85	1.85	2096829	1549953	48337	199341	36549	924	189281	72444	73.92	2.31	9.51	1.74	0.04	9.03	3.45	960264	907775	52489	94.53	5.47	2096829	1894987	201842	95115	106727	90.37	9.63	4.54	5.09	2096829	116978	130751	146207	79914	196991	278627	261847	235075	272709	224011	113221	40498	5.58	6.24	6.97	3.81	9.39	13.29	12.49	11.21	13.01	10.68	5.4	1.93	1214814	207043	1007771	17.04	82.96
"36"	"ACSSF"	"NY"	40	0	1	.	.	.	.	36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"New York"	.	.	"New York"	19453561	19453561	15704304	10710524	2763709	42268	1669362	3725	107705	407011	3749257	1583156	320595	31292	10857	4552	1556518	242287	80.73	55.06	14.21	0.22	8.58	0.02	0.55	2.09	19.27	8.14	1.65	0.16	0.06	0.02	8	1.25	19453561	12293680	3084304	73560	1680219	8277	1664223	649298	63.2	15.85	0.38	8.64	0.04	8.55	3.34	10056194	9611029	445165	95.57	4.43	19453561	15093270	4360291	2596160	1764131	77.59	22.41	13.35	9.07	19453561	1119825	1052163	1164223	685885	1766731	2865401	2430106	2471667	2601592	1863892	992444	439632	5.76	5.41	5.98	3.53	9.08	14.73	12.49	12.71	13.37	9.58	5.1	2.26	11803917	1370354	10433563	11.61	88.39
"37"	"ACSSF"	"NC"	40	0	1	.	.	.	.	37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"North Carolina"	.	.	"North Carolina"	10488084	10488084	9465089	6552128	2214270	113771	307366	5003	21879	250672	1022995	592382	39211	12937	2539	1875	329586	44465	90.25	62.47	21.11	1.08	2.93	0.05	0.21	2.39	9.75	5.65	0.37	0.12	0.02	0.02	3.14	0.42	10488084	7144510	2253481	126708	309905	6878	351465	295137	68.12	21.49	1.21	2.95	0.07	3.35	2.81	5174709	4937837	236872	95.42	4.58	10488084	9603453	884631	370205	514426	91.57	8.43	3.53	4.9	10488084	596583	615543	686687	395159	1007035	1401663	1312661	1363200	1358618	1047490	519151	184294	5.69	5.87	6.55	3.77	9.6	13.36	12.52	13	12.95	9.99	4.95	1.76	6233407	789278	5444129	12.66	87.34
