"FIPS"	"Geographic Identifier"	"Name of Area"	"Qualifying Name"	"State/U.S.-Abbreviation (USPS)"	"Summary Level"	"Geographic Component"	"File Identification"	"Logical Record Number"	"US"	"Region"	"Division"	"State (Census Code)"	"State (FIPS)"	"County"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Place (State FIPS + Place FIPS)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (Census)"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Combined Statistical Area"	"New England City and Town Area"	"New England City and Town Area Division"	"Urban Area"	"Urban Area Central Place"	"Current Congressional District 111"	"State Legislative District Upper"	"State Legislative District Lower"	"Voting District"	"ZIP Code Tabulation Area (3-digit)"	"ZIP Code Tabulation Area (5-digit)"	"Subbarrio (FIPS)"	"School District (Elementary)"	"School District (Secondary)"	"School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Traffic Analysis Zone"	"Urban Growth Area"	"Public Use Microdata Area - 5% File"	"Public Use Microdata Area - 1% File"	"Total Population"	"Total Population"	"Total Population: Not Hispanic or Latino"	"Total Population: Not Hispanic or Latino: White Alone"	"Total Population: Not Hispanic or Latino: Black or African American Alone"	"Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Not Hispanic or Latino: Asian Alone"	"Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Not Hispanic or Latino: Some Other Race Alone"	"Total Population: Not Hispanic or Latino: Two or More Races"	"Total Population: Hispanic or Latino"	"Total Population: Hispanic or Latino: White Alone"	"Total Population: Hispanic or Latino: Black or African American Alone"	"Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Hispanic or Latino: Asian Alone"	"Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Hispanic or Latino: Some Other Race Alone"	"Total Population: Hispanic or Latino: Two or More Races"	"% Total Population: Not Hispanic or Latino"	"% Total Population: Not Hispanic or Latino: White Alone"	"% Total Population: Not Hispanic or Latino: Black or African American Alone"	"% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Not Hispanic or Latino: Asian Alone"	"% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Not Hispanic or Latino: Some Other Race Alone"	"% Total Population: Not Hispanic or Latino: Two or More Races"	"% Total Population: Hispanic or Latino"	"% Total Population: Hispanic or Latino: White Alone"	"% Total Population: Hispanic or Latino: Black or African American Alone"	"% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Hispanic or Latino: Asian Alone"	"% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Hispanic or Latino: Some Other Race Alone"	"% Total Population: Hispanic or Latino: Two or More Races"	"Total Population:"	"Total Population: White Alone"	"Total Population: Black or African American Alone"	"Total Population: American Indian and Alaska Native Alone"	"Total Population: Asian Alone"	"Total Population: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Some Other Race Alone"	"Total Population: Two or More Races"	"% Total Population: White Alone"	"% Total Population: Black or African American Alone"	"% Total Population: American Indian and Alaska Native Alone"	"% Total Population: Asian Alone"	"% Total Population: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Some Other Race Alone"	"% Total Population: Two or More Races"	"Civilian Population in Labor Force 16 Years and Over:"	"Civilian Population in Labor Force 16 Years and Over: Employed"	"Civilian Population in Labor Force 16 Years and Over: Unemployed"	"% Civilian Population in Labor Force 16 Years and Over: Employed"	"% Civilian Population in Labor Force 16 Years and Over: Unemployed"	"Total Population:"	"Total Population: Native Born"	"Total Population: Foreign Born"	"Total Population: Foreign Born: Naturalized Citizen"	"Total Population: Foreign Born: Not a Citizen"	"% Total Population: Native Born"	"% Total Population: Foreign Born"	"% Total Population: Foreign Born: Naturalized Citizen"	"% Total Population: Foreign Born: Not a Citizen"	"Total Population:"	"Total Population: Under 5 Years"	"Total Population: 5 to 9 Years"	"Total Population: 10 to 14 Years"	"Total Population: 15 to 17 Years"	"Total Population: 18 to 24 Years"	"Total Population: 25 to 34 Years"	"Total Population: 35 to 44 Years"	"Total Population: 45 to 54 Years"	"Total Population: 55 to 64 Years"	"Total Population: 65 to 74 Years"	"Total Population: 75 to 84 Years"	"Total Population: 85 Years and Over"	"% Total Population: Under 5 Years"	"% Total Population: 5 to 9 Years"	"% Total Population: 10 to 14 Years"	"% Total Population: 15 to 17 Years"	"% Total Population: 18 to 24 Years"	"% Total Population: 25 to 34 Years"	"% Total Population: 35 to 44 Years"	"% Total Population: 45 to 54 Years"	"% Total Population: 55 to 64 Years"	"% Total Population: 65 to 74 Years"	"% Total Population: 75 to 84 Years"	"% Total Population: 85 Years and Over"	"Population Age 18 to 64 for Whom Poverty Status Is Determined:"	"Population Age 18 to 64 for Whom Poverty Status Is Determined: Living in Poverty"	"Population Age 18 to 64 for Whom Poverty Status Is Determined: At or Above Poverty Level"	"% Population Age 18 to 64 for Whom Poverty Status Is Determined: Living in Poverty"	"% Population Age 18 to 64 for Whom Poverty Status Is Determined: At or Above Poverty Level"
"12"	"04000US12"	"Florida"	"Florida"	"fl"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	18537969	18537969	14549211	10988592	2782647	36481	434692	8146	51866	246787	3988758	3270018	115984	21234	7995	760	461715	111052	78.48	59.28	15.01	0.2	2.34	0.04	0.28	1.33	21.52	17.64	0.63	0.11	0.04	0	2.49	0.6	18537969	14258610	2898631	57715	442687	8906	513581	357839	76.92	15.64	0.31	2.39	0.05	2.77	1.93	9093655	7995087	1098568	87.92	12.08	18537969	15053828	3484141	1688819	1795322	81.21	18.79	9.11	9.68	18537969	1163157	1058221	1142786	693255	1679606	2341493	2437685	2643396	2179405	1565457	1157963	475545	6.27	5.71	6.16	3.74	9.06	12.63	13.15	14.26	11.76	8.44	6.25	2.57	11012220	1538568	9473652	13.97	86.03
"13"	"04000US13"	"Georgia"	"Georgia"	"ga"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	9829211	9829211	9013245	5636308	2908588	17562	289918	5549	23460	131860	815966	443201	37533	5037	1823	695	299670	28007	91.7	57.34	29.59	0.18	2.95	0.06	0.24	1.34	8.3	4.51	0.38	0.05	0.02	0.01	3.05	0.28	9829211	6079509	2946121	22599	291741	6244	323130	159867	61.85	29.97	0.23	2.97	0.06	3.29	1.63	4847607	4304791	542816	88.8	11.2	9829211	8908830	920381	317394	602987	90.64	9.36	3.23	6.13	9829211	744399	716063	699416	422779	1016228	1362896	1445928	1380636	1029948	581141	310814	118963	7.57	7.29	7.12	4.3	10.34	13.87	14.71	14.05	10.48	5.91	3.16	1.21	6015905	890654	5125251	14.8	85.2
"15"	"04000US15"	"Hawaii"	"Hawaii"	"hi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1295178	1295178	1179212	322423	27133	1683	467289	109696	3352	247636	115966	25957	2174	1794	12848	4389	10134	58670	91.05	24.89	2.09	0.13	36.08	8.47	0.26	19.12	8.95	2	0.17	0.14	0.99	0.34	0.78	4.53	1295178	348380	29307	3477	480137	114085	13486	306306	26.9	2.26	0.27	37.07	8.81	1.04	23.65	654223	607551	46672	92.87	7.13	1295178	1070951	224227	129582	94645	82.69	17.31	10	7.31	1295178	88446	74280	79791	47839	121939	189550	172771	177115	154809	90779	68174	29685	6.83	5.74	6.16	3.69	9.41	14.64	13.34	13.67	11.95	7.01	5.26	2.29	799339	78581	720758	9.83	90.17
"16"	"04000US16"	"Idaho"	"Idaho"	"id"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1545801	1545801	1380517	1305296	8651	17746	17009	1197	1416	29202	165284	122244	1589	4996	254	48	26287	9866	89.31	84.44	0.56	1.15	1.1	0.08	0.09	1.89	10.69	7.91	0.1	0.32	0.02	0	1.7	0.64	1545801	1427540	10240	22742	17263	1245	27703	39068	92.35	0.66	1.47	1.12	0.08	1.79	2.53	758533	685475	73058	90.37	9.63	1545801	1448159	97642	32052	65590	93.68	6.32	2.07	4.24	1545801	123376	113334	113643	68554	163164	206400	192141	205434	174505	102092	57938	25220	7.98	7.33	7.35	4.43	10.56	13.35	12.43	13.29	11.29	6.6	3.75	1.63	919824	126211	793613	13.72	86.28
"17"	"04000US17"	"Illinois"	"Illinois"	"il"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12910409	12910409	10940636	8319709	1854264	15083	561160	1370	21837	167213	1969773	1040148	23834	9572	4269	564	827159	64227	84.74	64.44	14.36	0.12	4.35	0.01	0.17	1.3	15.26	8.06	0.18	0.07	0.03	0	6.41	0.5	12910409	9359857	1878098	24655	565429	1934	848996	231440	72.5	14.55	0.19	4.38	0.01	6.58	1.79	6744354	6029349	715005	89.4	10.6	12910409	11169646	1740763	783504	957259	86.52	13.48	6.07	7.41	12910409	892589	854199	888451	538828	1298669	1778705	1760678	1883437	1418919	838752	521900	235282	6.91	6.62	6.88	4.17	10.06	13.78	13.64	14.59	10.99	6.5	4.04	1.82	7926155	954300	6971855	12.04	87.96
"18"	"04000US18"	"Indiana"	"Indiana"	"in"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6423113	6423113	6074307	5307393	559978	10944	90000	1052	9249	95691	348806	194653	6714	2746	593	111	122008	21981	94.57	82.63	8.72	0.17	1.4	0.02	0.14	1.49	5.43	3.03	0.1	0.04	0.01	0	1.9	0.34	6423113	5502046	566692	13690	90593	1163	131257	117672	85.66	8.82	0.21	1.41	0.02	2.04	1.83	3296045	2934902	361143	89.04	10.96	6423113	6141786	281327	99189	182138	95.62	4.38	1.54	2.84	6423113	443811	432137	440905	269304	643746	842593	853360	936108	733558	437179	276138	114274	6.91	6.73	6.86	4.19	10.02	13.12	13.29	14.57	11.42	6.81	4.3	1.78	3885264	524157	3361107	13.49	86.51
"19"	"04000US19"	"Iowa"	"Iowa"	"ia"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3007857	3007857	2877174	2704080	74327	8290	45754	341	2170	42212	130683	70860	2084	2790	17	86	42805	12041	95.66	89.9	2.47	0.28	1.52	0.01	0.07	1.4	4.34	2.36	0.07	0.09	0	0	1.42	0.4	3007857	2774940	76411	11080	45771	427	44975	54253	92.26	2.54	0.37	1.52	0.01	1.5	1.8	1650987	1552500	98487	94.03	5.97	3007857	2891696	116161	41690	74471	96.14	3.86	1.39	2.48	3007857	198655	190152	196864	122448	318841	374208	367780	440059	354393	217023	153634	73800	6.6	6.32	6.54	4.07	10.6	12.44	12.23	14.63	11.78	7.22	5.11	2.45	1793653	203131	1590522	11.32	88.68
"20"	"04000US20"	"Kansas"	"Kansas"	"ks"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2818747	2818747	2556650	2249960	153960	19805	61435	1606	3398	66486	262097	183139	3263	3548	195	80	56455	15417	90.7	79.82	5.46	0.7	2.18	0.06	0.12	2.36	9.3	6.5	0.12	0.13	0.01	0	2	0.55	2818747	2433099	157223	23353	61630	1686	59853	81903	86.32	5.58	0.83	2.19	0.06	2.12	2.91	1488409	1380536	107873	92.75	7.25	2818747	2647495	171252	53823	117429	93.92	6.08	1.91	4.17	2818747	204650	189628	193189	114741	307485	368861	354059	402136	316586	182897	119304	65211	7.26	6.73	6.85	4.07	10.91	13.09	12.56	14.27	11.23	6.49	4.23	2.31	1701624	216814	1484810	12.74	87.26
"21"	"04000US21"	"Kentucky"	"Kentucky"	"ky"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4314113	4314113	4201080	3762991	320043	9418	41995	1014	3895	61724	113033	66546	3146	851	160	226	33197	8907	97.38	87.23	7.42	0.22	0.97	0.02	0.09	1.43	2.62	1.54	0.07	0.02	0	0.01	0.77	0.21	4314113	3829537	323189	10269	42155	1240	37092	70631	88.77	7.49	0.24	0.98	0.03	0.86	1.64	2059592	1851458	208134	89.89	10.11	4314113	4186140	127973	40710	87263	97.03	2.97	0.94	2.02	4314113	290407	274103	279946	172755	419569	571761	584865	636992	513381	314276	183360	72698	6.73	6.35	6.49	4	9.73	13.25	13.56	14.77	11.9	7.28	4.25	1.69	2645516	452944	2192572	17.12	82.88
"22"	"04000US22"	"Louisiana"	"Louisiana"	"la"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	4492076	4492076	4330184	2755285	1427993	20024	66626	907	5831	53518	161892	104695	7918	2212	351	786	37126	8804	96.4	61.34	31.79	0.45	1.48	0.02	0.13	1.19	3.6	2.33	0.18	0.05	0.01	0.02	0.83	0.2	4492076	2859980	1435911	22236	66977	1693	42957	62322	63.67	31.97	0.5	1.49	0.04	0.96	1.39	2176635	1994133	182502	91.62	8.38	4492076	4340074	152002	65162	86840	96.62	3.38	1.45	1.93	4492076	318567	312560	302825	188443	472749	620717	573484	640583	508287	302580	182678	68603	7.09	6.96	6.74	4.2	10.52	13.82	12.77	14.26	11.32	6.74	4.07	1.53	2734140	422044	2312096	15.44	84.56
"23"	"04000US23"	"Maine"	"Maine"	"me"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1318301	1318301	1300838	1241512	16575	6372	11816	138	635	23790	17463	9938	988	493	454	0	3231	2359	98.68	94.18	1.26	0.48	0.9	0.01	0.05	1.8	1.32	0.75	0.07	0.04	0.03	0	0.25	0.18	1318301	1251450	17563	6865	12270	138	3866	26149	94.93	1.33	0.52	0.93	0.01	0.29	1.98	701646	651259	50387	92.82	7.18	1318301	1274343	43958	24388	19570	96.67	3.33	1.85	1.48	1318301	71361	69425	77979	52794	121769	147368	172713	217305	182766	108002	66527	30292	5.41	5.27	5.92	4	9.24	11.18	13.1	16.48	13.86	8.19	5.05	2.3	820575	95259	725316	11.61	88.39
"24"	"04000US24"	"Maryland"	"Maryland"	"md"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5699478	5699478	5287025	3228314	1634380	9617	288528	1920	17128	107138	412453	203840	18477	6529	1580	555	159404	22068	92.76	56.64	28.68	0.17	5.06	0.03	0.3	1.88	7.24	3.58	0.32	0.11	0.03	0.01	2.8	0.39	5699478	3432154	1652857	16146	290108	2475	176532	129206	60.22	29	0.28	5.09	0.04	3.1	2.27	3117747	2867600	250147	91.98	8.02	5699478	4969078	730400	331766	398634	87.18	12.82	5.82	6.99	5699478	379559	352266	380986	237611	551317	751062	804593	886428	664320	380908	218931	91497	6.66	6.18	6.68	4.17	9.67	13.18	14.12	15.55	11.66	6.68	3.84	1.61	3561151	298695	3262456	8.39	91.61
"25"	"04000US25"	"Massachusetts"	"Massachusetts"	"ma"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6593587	6593587	6011353	5154939	382643	6344	326164	1559	40746	98958	582234	279563	33928	3543	2520	940	207153	54587	91.17	78.18	5.8	0.1	4.95	0.02	0.62	1.5	8.83	4.24	0.51	0.05	0.04	0.01	3.14	0.83	6593587	5434502	416571	9887	328684	2499	247899	153545	82.42	6.32	0.15	4.98	0.04	3.76	2.33	3634120	3304921	329199	90.94	9.06	6593587	5650252	943335	461113	482222	85.69	14.31	6.99	7.31	6593587	384902	398892	393113	255973	670262	849656	933280	1030811	783195	451499	299282	142722	5.84	6.05	5.96	3.88	10.17	12.89	14.15	15.63	11.88	6.85	4.54	2.16	4108064	395452	3712612	9.63	90.37
"26"	"04000US26"	"Michigan"	"Michigan"	"mi"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	9969727	9969727	9546896	7703149	1372264	44837	240892	2169	13287	170298	422831	263787	16236	5034	975	524	109058	27217	95.76	77.27	13.76	0.45	2.42	0.02	0.13	1.71	4.24	2.65	0.16	0.05	0.01	0.01	1.09	0.27	9969727	7966936	1388500	49871	241867	2693	122345	197515	79.91	13.93	0.5	2.43	0.03	1.23	1.98	4970184	4237865	732319	85.27	14.73	9969727	9355616	614111	297970	316141	93.84	6.16	2.99	3.17	9969727	615494	626136	676515	429427	997280	1199711	1339531	1536788	1211251	714662	435832	187100	6.17	6.28	6.79	4.31	10	12.03	13.44	15.41	12.15	7.17	4.37	1.88	6136673	947630	5189043	15.44	84.56
"27"	"04000US27"	"Minnesota"	"Minnesota"	"mn"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5266215	5266215	5042292	4462246	229953	51998	194964	2656	8936	91539	223923	139326	3133	3104	1079	347	64199	12735	95.75	84.73	4.37	0.99	3.7	0.05	0.17	1.74	4.25	2.65	0.06	0.06	0.02	0.01	1.22	0.24	5266215	4601572	233086	55102	196043	3003	73135	104274	87.38	4.43	1.05	3.72	0.06	1.39	1.98	2946834	2706630	240204	91.85	8.15	5266215	4908654	357561	158320	199241	93.21	6.79	3.01	3.78	5266215	362040	338329	343479	214085	522129	700898	696967	813429	605569	344511	222508	102271	6.87	6.42	6.52	4.07	9.91	13.31	13.23	15.45	11.5	6.54	4.23	1.94	3265598	335121	2930477	10.26	89.74
"28"	"04000US28"	"Mississippi"	"Mississippi"	"ms"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2951996	2951996	2884811	1719121	1093275	12766	23046	342	2110	34151	67185	39161	2779	771	0	0	21973	2501	97.72	58.24	37.04	0.43	0.78	0.01	0.07	1.16	2.28	1.33	0.09	0.03	0	0	0.74	0.08	2951996	1758282	1096054	13537	23046	342	24083	36652	59.56	37.13	0.46	0.78	0.01	0.82	1.24	1339779	1196480	143299	89.3	10.7	2951996	2892458	59538	18212	41326	97.98	2.02	0.62	1.4	2951996	220311	212167	206368	126016	321272	386058	374090	404605	325702	203567	123658	48182	7.46	7.19	6.99	4.27	10.88	13.08	12.67	13.71	11.03	6.9	4.19	1.63	1740929	338257	1402672	19.43	80.57
"29"	"04000US29"	"Missouri"	"Missouri"	"mo"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5987580	5987580	5785583	4895813	665563	16943	86244	3809	8734	108477	201997	125546	3594	1834	590	0	52032	18401	96.63	81.77	11.12	0.28	1.44	0.06	0.15	1.81	3.37	2.1	0.06	0.03	0.01	0	0.87	0.31	5987580	5021359	669157	18777	86834	3809	60766	126878	83.86	11.18	0.31	1.45	0.06	1.01	2.12	3063776	2787197	276579	90.97	9.03	5987580	5774680	212900	90594	122306	96.44	3.56	1.51	2.04	5987580	404096	380878	396627	248948	595469	782856	769950	888264	698316	431963	273369	116844	6.75	6.36	6.62	4.16	9.95	13.07	12.86	14.84	11.66	7.21	4.57	1.95	3632979	490540	3142439	13.5	86.5
"30"	"04000US30"	"Montana"	"Montana"	"mt"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	974989	974989	947125	854134	2800	64236	5193	279	656	19827	27864	17585	144	1475	57	0	6694	1909	97.14	87.6	0.29	6.59	0.53	0.03	0.07	2.03	2.86	1.8	0.01	0.15	0.01	0	0.69	0.2	974989	871719	2944	65711	5250	279	7350	21736	89.41	0.3	6.74	0.54	0.03	0.75	2.23	503837	463880	39957	92.07	7.93	974989	955680	19309	10129	9180	98.02	1.98	1.04	0.94	974989	60924	60413	60816	39403	104605	117885	113384	147451	128887	74478	47515	19228	6.25	6.2	6.24	4.04	10.73	12.09	11.63	15.12	13.22	7.64	4.87	1.97	595464	84977	510487	14.27	85.73
"31"	"04000US31"	"Nebraska"	"Nebraska"	"ne"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1796622	1796622	1646800	1496386	75948	12808	29863	955	2732	28108	149822	87323	845	3966	50	0	48152	9486	91.66	83.29	4.23	0.71	1.66	0.05	0.15	1.56	8.34	4.86	0.05	0.22	0	0	2.68	0.53	1796622	1583709	76793	16774	29913	955	50884	37594	88.15	4.27	0.93	1.66	0.05	2.83	2.09	990901	931004	59897	93.96	6.04	1796622	1690436	106186	32189	73997	94.09	5.91	1.79	4.12	1796622	134121	125432	114382	73367	196090	239247	219132	253797	199749	118660	84616	38029	7.47	6.98	6.37	4.08	10.91	13.32	12.2	14.13	11.12	6.6	4.71	2.12	1077053	130658	946395	12.13	87.87
"32"	"04000US32"	"Nevada"	"Nevada"	"nv"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2643085	2643085	1942792	1470474	195351	27045	172182	13431	4742	59567	700293	542651	7349	3994	2572	542	114657	28528	73.5	55.63	7.39	1.02	6.51	0.51	0.18	2.25	26.5	20.53	0.28	0.15	0.1	0.02	4.34	1.08	2643085	2013125	202700	31039	174754	13973	119399	88095	76.17	7.67	1.17	6.61	0.53	4.52	3.33	1383813	1216702	167111	87.92	12.08	2643085	2136580	506505	200053	306452	80.84	19.16	7.57	11.59	2643085	202314	187174	184560	110990	229808	388681	377996	361065	293761	177668	96930	32138	7.65	7.08	6.98	4.2	8.69	14.71	14.3	13.66	11.11	6.72	3.67	1.22	1632705	181452	1451253	11.11	88.89
"33"	"04000US33"	"New Hampshire"	"New Hampshire"	"nh"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1324575	1324575	1287974	1227367	15948	2608	25036	135	1482	15398	36601	24579	693	614	0	0	9224	1491	97.24	92.66	1.2	0.2	1.89	0.01	0.11	1.16	2.76	1.86	0.05	0.05	0	0	0.7	0.11	1324575	1251946	16641	3222	25036	135	10706	16889	94.52	1.26	0.24	1.89	0.01	0.81	1.28	754213	695175	59038	92.17	7.83	1324575	1256113	68462	35510	32952	94.83	5.17	2.68	2.49	1324575	74689	75581	83999	55114	132445	147039	185936	222134	169200	94679	57396	26363	5.64	5.71	6.34	4.16	10	11.1	14.04	16.77	12.77	7.15	4.33	1.99	831597	67249	764348	8.09	91.91
"34"	"04000US34"	"New Jersey"	"New Jersey"	"nj"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8707740	8707740	7254923	5301673	1126252	9629	672495	768	30748	113358	1452817	853205	62589	13298	4527	899	444600	73699	83.32	60.88	12.93	0.11	7.72	0.01	0.35	1.3	16.68	9.8	0.72	0.15	0.05	0.01	5.11	0.85	8707740	6154878	1188841	22927	677022	1667	475348	187057	70.68	13.65	0.26	7.77	0.02	5.46	2.15	4638181	4184978	453203	90.23	9.77	8707740	6948273	1759467	880704	878763	79.79	20.21	10.11	10.09	8707740	555018	560665	574814	355644	756297	1108736	1256577	1365406	1005977	606361	393722	168523	6.37	6.44	6.6	4.08	8.69	12.73	14.43	15.68	11.55	6.96	4.52	1.94	5379969	437593	4942376	8.13	91.87
"35"	"04000US35"	"New Mexico"	"New Mexico"	"nm"	"040"	"00"	"ACSSF"	"0000001"	""	""	""	""	"35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2009671	2009671	1093933	823796	38698	172888	25900	1228	3890	27533	915738	632872	4715	15532	2363	79	226701	33476	54.43	40.99	1.93	8.6	1.29	0.06	0.19	1.37	45.57	31.49	0.23	0.77	0.12	0	11.28	1.67	2009671	1456668	43413	188420	28263	1307	230591	61009	72.48	2.16	9.38	1.41	0.07	11.47	3.04	957678	871208	86470	90.97	9.03	2009671	1813665	196006	67233	128773	90.25	9.75	3.35	6.41	2009671	149790	143302	134799	86683	204177	274006	244965	274687	232504	143592	89416	31750	7.45	7.13	6.71	4.31	10.16	13.63	12.19	13.67	11.57	7.15	4.45	1.58	1202578	193916	1008662	16.13	83.87
